row_idx,primary_id,aggregate_id,secondary_id,categorical_label,scalar_label
20,B0751HJS7M,B0751HJS7M,AHAELJJ3RGMKZAXCXDME2YSP3UUQ,1,1
21,B08NWVL6KY,B08NWVL6KY,AHEGPASZZG6ZQGVTDJKUAHVDVSUA,1,0
22,B0002INNZO,B0002INNZO,AGA3X3UWWLYCFEJ33PAHVD4TUXXQ,0,0
23,B07BBKFX1B,B07BBKFX1B,AGPEMPK2DUYZ4IY67B5ACFJPMMJQ,0,0
24,B073B14344,B073B14344,AHBURIRQM7KTIUZJRIXGOLIW5BEQ,1,0
25,B01N79PA2P,B07CSLYLGK,AET5E7CGIILPJEQBAW3THEPD6PHA,1,2
26,B003NGOFVS,B09MT6WPW3,AGLAENYVMGTZLSQS7WP6GLQXJ22A,1,0
27,B084CQSL3Q,B087HH6DJW,AFQSXMDA4T33VLHW7BIFBFI3H3DQ,0,0
28,B00FN9LNAY,B00FN9LNAY,AECWUIFOQ7VSTCKL2PEWUUBJBSJQ,1,0
29,B07563CB8V,B07563CB8V,AEXUEL2MLXRHZIEVFH5HEORAJ5BA,0,0
30,B01AAP3ILC,B01AAP3G9Q,AFEPNBSZDSXNJNJJWHIHOQGY6ZEQ,1,0
31,B092V2C915,B091PQN88B,AHQ23MGKJEBJBVUACPCYS5ZMBF5A,1,1
32,B000WJEIZM,B000WJEIZM,AGH32PFRU2LDWUR3DBAZB4P5FBQQ,1,0
33,B06Y2HZJMJ,B0BPHXFZVF,AFQI5XYLCHRYESI6D7Y2PE6JDY5Q,1,0
34,B005Z4EXF4,B005Z4EXF4,AH7CC3EL6HVR3B6FMYJSLPYVFWQQ,1,12
35,B00FSXFZTA,B0B2CTFKQ7,AGQ3SDVCPADDRYSZZXF23LFN7GHA,0,0
36,B01N24XYDJ,B01N24XYDJ,AF3SQGWGWEDFT2QSDK3E66MEZDVQ,1,4
37,B0B3RTXCQP,B0BLZF1WG2,AEXGISIVX7WBUNI7UHHERVB3DF7Q,1,0
38,B007TNWRSO,B008BSP7S8,AE6QRLAECALMHHILKIWJ7B3D7D6Q,1,0
39,B0B3NBQKS8,B0B3NBQKS8,AFTZWAK3ZHAPCNSOT5GCKQDECBTQ,1,0
40,B01NBFCEUB,B01NBFCEUB,AHHOXFIOI3UWOOZKM7H4JKQBNESA,0,0
41,B07MWV1JD7,B0BWSWSLHB,AERAF2GAPBY4S5JSPF3GAIZ4JR4A,1,0
42,B08YQTRHG5,B08YQTRHG5,AEO3AUXYDJVHPKUVVHWX5QRSZMEA,0,0
43,B0749JZQBV,B0BWXZT5KV,AF6VBVN6IB2NJFPCPR7DWFXL6NEQ,1,17
44,B01M9C5YTA,B01M9C5YTA,AGI44NM27WBXUAOKVSKD335TL3FQ,1,1
45,B06XZT8KZ1,B06XZT8KZ1,AHXZR7HLPSKRUPHX35GKRLVTX3ZA,1,1
46,B01E4HJ28K,B01E4HJ28K,AGLB7QUU6BTYY7Q7BMCVBSROT6JQ,1,0
47,B07FFC5SPP,B07FFC5SPP,AF2TG5SU3LFDJBZ56HVIKCGZCLEQ,0,0
48,B078HGJK3Y,B078HGJK3Y,AFQKWXGOZ6N33TEWPESQEA7NQWIA,1,0
49,B00YH0Z9G4,B00YH0Z9G4,AEI6N63YVUXCUAELLNTKUVBJOAVA,1,0
50,B07CXBKJM7,B07V7G9357,AH665SQ6SQF6DXAGYIQFCX76LALA,1,0
51,B00N3R30WC,B00N3R30WC,AGMHWXS6HWO5P76BVBJWFQORNNDQ,1,1
52,B079Q7Y5C2,B079Q7Y5C2,AH665SQ6SQF6DXAGYIQFCX76LALA,1,0
53,B00MR0PIGW,B07CVS74NG,AGDHVHA6OA3IT6TQCHWZ4KWU2RCA,1,3
54,B07KBWWF2N,B099LYCXF2,AGQCIXUGQ7VSHQ62FHOW4WRZPSGA,1,0
55,B08P2DTS7F,B08P2DTS7F,AG3BUKTFR5GHARWD4HI3B26YRNSQ,1,2
56,B00AU6JVHM,B09WDKQ32J,AFU3D5SBBHFNFCACZQKGIDM7OR4A,0,0
57,B01DZLW71K,B01DZLW71K,AHPUNNPYLLQZSV56MUEOGSHANASQ,0,0
58,B01A4W8AUK,B01A4W8AUK,AHJSFVK7EBSGP5VTX3SO6ODTCMHA,1,0
59,B09JBZSCN8,B09X56MT9Q,AF37HETXCNPLIXJRMMYWVDLI4QBQ,0,0
60,B07CK8B3R3,B09MHX11Q1,AEHKGR2ISCUFD4GEAIIW2KPMNMDQ,0,4
61,B06VVGZ9KD,B06VVGZ9KD,AGBG3KK74IKWJNQVMQAGVBWJ7FAQ,1,0
62,B084BYW179,B08BHQCG6B,AG4CP7TWGP6IODY773MR7OKSOYBQ,1,0
63,B005UE6GRC,B07BKQNKGW,AGRQDIN6FL5PPBLAQCG6CVCTZXUQ,1,0
64,B002TW92PG,B002TW92PG,AEVVYSXOU37J2NGR4246HG36O34A,0,2
65,B01DL0PMH6,B01DL0JV46,AGNVVMSULWSW5RRYJ3JRL42XRC7Q,1,0
66,B093WPBSBC,B093WPBSBC,AG375WAXLZ7PIOQKIQ6KQB4J3JVQ,1,1
67,B00O92ONBM,B00N49RAXO,AF4GVIABKUEEIVIR4SJZFDOVDJOA,1,0
68,B00ECWKZXY,B00ECWKZXY,AFCWBSROY3G7RD7NAZ3NPYCGWBTA,1,0
69,B00G4TXTWM,B00G4TXTWM,AG2SFQNZNDLLLFJYIJDB6UWMCVHQ,0,0
70,B08GFX9PFN,B08GF85TN8,AF37HETXCNPLIXJRMMYWVDLI4QBQ,1,0
71,B002BMB8QK,B002BMB8QK,AGO66O54S6LTNCFRQAVNMBO6H5MA,1,1
72,B01EJILXHW,B01FT2WE6G,AGOKQDLNUHLBKVWNCZCDMT3RY72A,0,0
73,B09LTPHQCC,B0B69NQ8CF,AHMG3ALUBE3FEBHODTBHP5J24YDA,1,3
74,B071KBX3T9,B07SGGK2JW,AFXAGPUJFX2OBOVXNOTMM2EDX3PQ,1,0
75,B00091RYTK,B00091RYTK,AEF4QCBYMXQN3RDFNM4ZXM67UTJA,1,2
76,B072KN1JVY,B072KN1JVY,AGEBIUDV3WUTK4CDGO2EOR3GYQUQ,1,0
77,B00AU68MD6,B00AU68MD6,AHDF7TC2C2DRZQAGXGL5PUVA7YXA,1,0
78,B0096B35ZG,B016WLELU0,AFYKMTW3RYVBHLUDLETIGTJMR5HA,1,1
79,B093ZW5B9L,B093ZW5B9L,AHT6AM6BNIZUHFJB5V2M6XM72G7Q,1,1
80,B089MWYK9W,B08N83D5LJ,AFPF2CONJ33FNFKOEQ2TUNWQJTFQ,1,0
81,B000H2RKW2,B000H2RKW2,AH2W2RH24EKUGQOYB7MFLZQ5STQQ,1,0
82,B01MU5WHTL,B01MU5WHTL,AHIIIXITFYOOEPURI5DOA5DPDJ4Q,1,1
83,B07TC3D63F,B07TC3D63F,AH47R7NSVZHLMJULYMML7SZ3NV6A,1,0
84,B07D1Z6WD2,B07H5Z5W5S,AGXX7ZWLBXK6WF4SCAF3AG4MWJMQ,1,0
85,B00B1TFAN6,B00B1TFAN6,AFN72BZ7AX2IBH5ZTGWDNYN4AMZQ,1,0
86,B07NJKK8YH,B093TFMHGS,AFTQM63B5E3WUCQHUW6MIJXXKRMQ,1,0
87,B072ZF5WWD,B073CRCDFS,AF2XQNKB4WLR56QWBEU62M5L44GQ,1,0
88,B09PQRT9KG,B0BKGJ9PFL,AHISU6WTZZJNNVYK5A5UITDIWCNQ,1,6
89,B003D6FFXK,B003D6FFXK,AE4YIBRXLQ474AUYICXAWIESPH3Q,1,3
90,B01CGPV3OI,B0BM7CC69G,AHKM43ZSGKXKCP4DE7NHYWLDVLSA,1,0
91,B000TFSD82,B08ZW7QPG1,AFQUZBU3N2TPZFKXBARPAKW2A6SA,1,0
92,B00V9ITMYC,B00V9ITMYC,AHDT2NCJEF3XES4APRGKQUBVJQ5Q,1,0
93,B07WK57M4K,B0C4GDB6MX,AFU5UNH4XL6IIBIOSVATMPSFGXJQ,1,5
94,B07SPPFF6S,B0B8DK52J1,AEVBQOEEDFKHLWRZ7QBNO6EKU3JA,1,0
95,B00Q8U9KRA,B00Q8U9KRA,AHT77DY63FWKBKBCKB7ZVDZ7Y42Q,0,0
96,B076DGTZRP,B07F3NFCB5,AGCJP4FKDMOF5GO2L4DU7TRUUSUQ,0,0
97,B01N5OL112,B097PBJV3W,AFET6B3GEGJG67ASXEMKA3DRSGHQ,1,0
98,B00CIOGICK,B0BV3NKWB1,AG3AVVQWEAP4AXNUT3EZ6QK4FOBA,1,1
99,B07DR9BT5G,B0BTBQQ73K,AEFJKIWLVLCGGZ5RRDNQD24BTXJQ,1,0
100,B074H153D1,B074H153D1,AHMYNO5ENTHYTWNKXSGN5SU5LCEA,1,0
101,B00NZ148JU,B00NZ148JU,AFLCJ7EAIJLX3Q7F3K4FPCAGXI7Q,1,0
102,B00HMNC1EG,B00HMNC1EG,AEXQ5ERSYPNC4MA4VTWTYQIC7LCA,1,0
103,B005D5LT66,B005D5LT66,AHSCJW5U5IQGYMXZ4INAT5QRUXQQ,0,0
104,B07HJCRTN8,B07HJCRTN8,AEH7KSVEFBYK3C7F4HCQPP6UV74A,1,0
105,B07Q33D1FF,B08WK45YY2,AGZMJ4XE5HY3ALCBGHGL5HIFKIEQ,1,0
106,B001GTX9C0,B00GDAGDAM,AF6MQHGO6RCLTYBI32XKEPEOMYCQ,1,1
107,B01LZFTY4C,B07VNTVBQC,AG6VDBIZBR7FMSY52ECEW3DHQ25A,1,0
108,B002X7D29Y,B002X7D29Y,AGHDZFPAIU53QOQXBQJ6SBN672YA,0,0
109,B008OB41OS,B0B6L1W87J,AGM5DA62JXXIL72NCFTDLXHCQONQ,1,0
110,B08YNNSNFD,B08YNNSNFD,AHPAXGZTH4KAGQHOWQ4SGU4BN23Q,0,1
111,B07TP36HDP,B07TP36HDP,AFJTBPHUBNN32SIVYSG24QQC2DFQ,0,2
112,B08LZNKRPV,B08LZNKRPV,AG5ZSTIJZRUIMGPLQ533F7PYLX3A,1,1
113,B0055Q4P6E,B01FVU86JA,AEHOGHSS45V6LSOJKLAFUD6WNTRQ,0,0
114,B00TIZ5VM0,B00TIZ5VM0,AHPUNNPYLLQZSV56MUEOGSHANASQ,1,0
115,B01LAHDRYM,B01LAHDRYM,AGKHQTNR6UBHVJ4XQRDNESTBSYTA,1,0
116,B07RQ4PJNY,B0BCFQR32X,AEW2MURGRMR4RITTSKPOGA7N4FSQ,1,1
117,B0016IT2NG,B01MQQBB3K,AF5A4723KDFSH4KOECZYJN6B75VQ,0,2
118,B08WR4ZVVG,B0C4QBDJX7,AH33VXUPFELM754RL3P6KVPPDGAQ,1,2
119,B00D79V6UY,B00D79V6UY,AHQFCYO7ONQI66GR6ENKNX6AZC4A,1,0
120,B07DXPV1XP,B07FGS47DS,AF2NO64Z4TJHGWPUU6UNGCUKCWXA,1,3
121,B007B2DQX8,B007B2DQX8,AFUY7QEDFIWOT3JO5KOUMFWE7LTQ,1,0
122,B007V5IE14,B079FZH242,AFC7JUIIE4YP7J5STHK3POT6UQWA,1,0
123,B0928BC8K2,B0928BC8K2,AFZWJKHRSLVYAABXKNCSZESZ3KHA,1,0
124,B074BFNRSF,B0BKT4MVZT,AEIIRIHLIYKQGI7ZOCIJTRDF5NPQ,1,1
125,B00G44X9D6,B00G44X9D6,AFW4Y7GB3VKQ6DSFTPFX3K4FIXIA,1,1
126,B002BWW99A,B07HFQSPYF,AED5JBR4PJLDBWTAMD63PEPX2M6Q,1,0
127,B0027AED3G,B0027AED3G,AHIILDJP6KBJ2PYNEGK4XNBPFLUA,1,0
128,B07ZJFN4YF,B07ZJFN4YF,AFJHXKHQONYU2N2LSC7FN4OVAHOA,1,0
129,B0848PNH1J,B07YSY2LP8,AGJKFAF7PTXLAXNNDTXX2YK7FSRQ,1,2
130,B07MNXS121,B07MNXS121,AGWC4GTE4MBV4VMOAIYGFXLOFFWA,0,0
131,B01BY6UHME,B0BH8MJQKB,AF3YLIWO5ATPBME2GJ55UZH5Q3LQ,1,0
132,B08BW7KFYG,B08FHH8XS5,AEHYATLY4SS2E6VS6URO3VPVWKWA,1,0
133,B00HQMWQXE,B00HQMWQXE,AHDNHWKC3FCQERNAWDB7XLYVXOAQ,1,0
134,B00YOUG17I,B00YOUG17I,AHTALL3YADEM5AS53JP2ATVRZ4BA,1,0
135,B00VPTKQ7M,B0C3WX9S46,AG5Q5U7HJGIEEVC3RBZZLNAAJQ7Q,1,0
136,B00Y8SPJK6,B00Y8SPJK6,AGRC3JDXRCSSQ6TOMEB66Y5ORIYA,1,0
137,B00P0SQDXU,B00P0SQDXU,AHFUUB3MGZTVD5SO7GOOMKVMQB6Q,1,0
138,B019BQNTL0,B0BDRFWD6K,AF5NDYBLWZTGM5JZTWH62ZYBRPYA,1,0
139,B01LWOJ9X6,B01DOOIFGO,AGPBBYSHMAYQCIYL3AWF76PXY4VQ,1,0
140,B0772CBJWC,B0772CBJWC,AH6U3RG4SKWXF4KNH3RC6VD5P4QQ,1,0
141,B01L06V8X0,B01L06V8X0,AGOZ6R3JEJ7JE3Y64HV2ZH2IAZ2Q,1,0
142,B00ULJ50PA,B00ULJ50PA,AEPBYBEPKAPU6YB2IU3FXQYZCHTA,1,0
143,B07GQZ1H56,B07GQZ1H56,AEHUCURNEY2BIIHVX47JH3DTRKIQ,1,0
144,B003P90LG6,B003P90LG6,AFPOMLRWUAMRD5IR253IRCBHHVRA,0,0
145,B007H86NUO,B007H86NUO,AH357X63J5TUZIASBDVTMVVKROLA,0,1
146,B07VNCWZBF,B0BF62XLVW,AFHRPCWEWPAAA2ZVLDTJHDIFR3VA,1,0
147,B07TB41ZQ5,B07BP8RTJ3,AF7PEF4KGZYU6PGT53X6APIYTFBQ,1,0
148,B000E3C3LC,B000E3C3LC,AH33K4VDG5O6SIJSWFI73XGYVFHQ,1,0
149,B000BWQ86M,B000BWQ86M,AHPOHKN4PU4W3V5PGFL7AGTAD2AA,1,0
150,B084ZM1C8C,B0842L3WP3,AEST3UOGLNGDC44R7PQKL2XQWVNA,1,1
151,B07VT94HHC,B07VT94HHC,AGIMB57HPE2BJOILPFK2RSDGKI5Q,1,0
152,B01NAH98HI,B01NAH98HI,AEHLBQARSH466TRYTOJ2Y4N2N6FA,1,0
153,B01BZA7C3G,B01BZA7C3G,AHATA6X6MYTC3VNBFJ3WIYVK257A,0,1
154,B0052G6I2G,B07BZMQDQY,AFOVUHNF6YBW7C7TX7PXSCEQSKDA,1,0
155,B001NXCC4K,B001NXCC4U,AFU3RKRGB4F23XUKA4P43AEHVSTA,1,0
156,B0B8DCTK9R,B0BMW8C3YF,AG6VDBIZBR7FMSY52ECEW3DHQ25A,1,0
157,B09HJW1RSH,B09HJW1RSH,AGQ6STCVNFSY3KPD5ZVXC5GII7EQ,1,0
158,B074K1G64R,B098363388,AGZ4RKCOLVXHX6IO6EL5RO4IHEKA,0,2
159,B015DUQDG6,B015DUQDG6,AEQKKHGPQHHB4X2WM2HKPPWBPR5Q,1,0
160,B07PBLGCGZ,B07P7B99DS,AHTHD4MY3UUEFKUH6OP6H6KSBQTA,1,0
161,B0010O748Q,B0BYQQRXV8,AF5FNOU4CICMFH4NXXPCX6HE7UWA,0,1
162,B07QXSN3S9,B07QXSLBW1,AGCGQQLGVW7AQJJFTS3PYORTVA4Q,1,0
163,B073TLTLW7,B073TLTLW7,AGTD42JX4NK57PPREPNTZIDNGXAQ,1,1
164,B00ORZJOZ6,B00ORZJOZ6,AE6NGHIFBVSK6TJTONHV3YAIRFYA,0,0
165,B001THTUAO,B0B6NZVWVX,AG3MXQMSXAJ6A3S6QTPWBSTLGIOA,1,0
166,B00N2BWF6Q,B00N2BWF6Q,AEDMTBQGXPCNBRVQDX2WIAJLCPAQ,1,0
167,B08NW5KY1D,B0B1SB4GWK,AFLX66DKF6R3H6OEOC3TIVAYXZIQ,1,1
168,B08CBC6873,B0BMQY8V1J,AGV4WPIN652UGKR5KV3ZSU25PHZQ,1,0
169,B0071FIHGG,B0071FIHGG,AHKM43ZSGKXKCP4DE7NHYWLDVLSA,1,0
170,B01AFUCUPW,B0722PB352,AH3CFCYV2TQTJEX2A7VKAAX45WDA,0,0
171,B00PWUPP1W,B00PWUPP1W,AG73BVBKUOH22USSFJA5ZWL7AKXA,1,1
172,B07SRDFKQR,B09ZJCK642,AGGUGSGM5CWGOBU5GOUST45ZZ4WQ,0,0
173,B00TFYGR36,B00TFYGR36,AEXDRCA6GMT54FYL4WBMUWUKHYTA,1,0
174,B07PDT9D21,B07PDT9D21,AG3AVVQWEAP4AXNUT3EZ6QK4FOBA,1,0
175,B014KNIAHW,B014KNIAHW,AGIFJ6Y2DMZIAGESUQSRQWJZ2QZA,0,0
176,B07T5MMHYH,B07T5MMHYH,AFQ2JPRN3KEI4HYJA6VLL7PUV5WQ,1,0
177,B07PFFXSVK,B07PFFXSVK,AGTGRDATGDW7NE7SWYGJPE4FYR2Q,0,1
178,B09MCFJS87,B09963M1B3,AEEP2Q5BCCKE3R542ILJGND5RGNQ,1,0
179,B093PV2FD4,B093P46G4J,AFMXX6QYB6W3IFHW7TBJLEHIVSXQ,1,2
180,B06WLKT84D,B07B1Q8W2N,AGEBIUDV3WUTK4CDGO2EOR3GYQUQ,1,0
181,B074YQNH9K,B078H7KPC6,AEO2R352ISYWBUXCR3P774HGD32A,1,0
182,B001PR0MUK,B0BX51XY2D,AHOSS57LFDROXDDYIMG5ZBCDJT4Q,1,0
183,B0756WWQ3P,B07JB9LNSG,AEUHL6HUYIWI5L4AFNJJ7ZW7IIBA,1,0
184,B01C3VBD04,B09WDKT3B9,AHQ7ABRTSKMBR4ZE4RSMSG4LRTAQ,1,0
185,B0832R2PPH,B084ZBY81R,AFFHN45XBYWYEZTQPRT3LVHC7KUQ,0,0
186,B00AS0264A,B00IASXEG6,AGJMMCW66YC6LKC6PTNMQWZIJKJQ,1,0
187,B00CRN0Q4S,B00CRN0Q4S,AHTRY6YXVNYOGRTUYANAI2M7DUEA,1,0
188,B00FPQQCXS,B00FPQQCXS,AECTQQX663PTF5UQ2RA5TUL3BXVQ,1,0
189,B005XWYQCS,B005XWYQCS,AH5AOXNHI4CVF7HOZAY7DMEGWYLA,1,0
190,B00ISY57NA,B07C35SYXY,AHAFT4I5CAWJQFK3FSSETJWB5TBA,1,0
191,B002KV383S,B092SSJXT2,AFYV63XDXEJUYP5L42RB7BSGA4WA,1,2
192,B07SC5RSWM,B07SC5RSWM,AFG3WHTYJ2VCFOIYBXO3KG7V3VSA,1,3
193,B00ELWG296,B00ELWG296,AGJKA4YKQ4ZNHQZDL5X4QIMNV4VA,1,0
194,B00KJQF4S8,B00KJQF4U6,AFQKMHLTVPPREGJS2USFZU7XAKJQ,1,0
195,B000VSC4X2,B000VSC4X2,AFXRDEVBGBQT3YV5J5OHSUT6H6BA,1,4
196,B073TWJ7LL,B09NHD3JD8,AFXOO6SRY277JR26PDDRLSV474SQ,0,0
197,B078XMFR7Q,B0BCC553MV,AGBNMU2CEYKHDFKARCGUOACR2BMA,1,0
198,B00CI4NB3O,B00CI4NB3O,AGO66O54S6LTNCFRQAVNMBO6H5MA,1,0
199,B08YN6J6M4,B096D2MZMJ,AEMRAZPNN2NBBUDV4YGGYMGPFC6A,1,0
200,B0188C1TYC,B0188C1TYC,AEU7KL5DHSYZIW4NO5XF632SPHJQ,0,0
201,B00WY5KBLM,B00WY5KBLM,AEW5JKX42ALU2GZGRHQA7SCMZSKQ,1,0
202,B07MLRBCZS,B0BW86JL7Z,AHFBZDUOIXK6AQJT24HWGHRQOERQ,1,0
203,B07S762FPR,B097QW653W,AGDJ4U4GGIQ6AJLIBE6RSDPL2VYA,1,0
204,B07FPMXNPN,B07FPMXNPN,AGZZXSMMS4WRHHJRBUJZI4FZDHKQ,1,0
205,B081VX79HD,B08234SQJY,AFO5VM4Y6MPT52FSDKPGJ4YRMWQA,1,0
206,B08SPY5HM5,B08SQM6RG1,AFFZVSTUS3U2ZD22A2NPZSKOCPGQ,1,0
207,B08BHWLD9D,B08BHWLD9D,AGIHCJKXFO22XZ7OJNUA25H5JFUA,1,1
208,B0118H94XW,B0118H91WQ,AFYKF2AY6GVQBWPESUBN46KXVPGQ,0,0
209,B006XG36U6,B006XG36U6,AHSCJW5U5IQGYMXZ4INAT5QRUXQQ,0,0
210,B00B71U5RE,B00B71U5RE,AF6H5BOWSISJXYJU3A7HQYTKOUZQ,0,0
211,B07638D96R,B088QG3P94,AF7KZKMOVOUFI6GEOLFDIHERFAJA,0,0
212,B07HCFP4MD,B07HCFP4MD,AHATA6X6MYTC3VNBFJ3WIYVK257A,1,0
213,B07612M5QX,B07612M5QX,AHSRGD6UTTZGYZP2AHWRJAOV63NQ,0,0
214,B08QR3KK1X,B08QR3KK1X,AEJFJTV42XVLPZ5DI5SLHIUCK62A,1,0
215,B09CYWRRR1,B0BLZ644G6,AFWV6II4PB2CA3IVZ4FAFAKXHADA,1,1
216,B00BGO0Q9O,B00BGO0Q9O,AGOKJOOZLVDLDPGWJPFD3ZMILSIA,0,0
217,B08R5C5DZK,B092R4SL31,AEAXAJACFMXIAAH4WOHRMXPSZWFA,1,1
218,B00UIKB3SU,B00UIKB3SU,AGDZQPZCR5B4DH7DLNGYQKIMC24A,1,4
219,B015WH6E9G,B015WH6E9G,AEBNL66OHX4MHONHLNWYWMVSIARA,1,0
220,B00MR0PIGW,B07CVS74NG,AETMLMT2RG5IVABAUTT6IGNYFLFA,0,0
221,B086YQBK39,B08CDBHDDL,AFZUK3MTBIBEDQOPAK3OATUOUKLA,1,0
222,B07ZPC8GGX,B07ZPC8GGX,AFIYSCWRQIKHWMAXCZMLATD4RAIA,0,0
223,B00BJELHS0,B00BJELHS0,AE4M5LWVYLEMNLAC5B5ISUOXXBYA,1,0
224,B00GOPNO6C,B00GOPNO6C,AE7M4LV37BA6DKPYWMBLAVUOOQQQ,1,0
225,B002HTMZKU,B01I1ZC1H0,AHLUVRQZWCJ5OCM7B3QQM6JUNPYQ,1,0
226,B01MFFIMYM,B01MR28UQO,AEIIRIHLIYKQGI7ZOCIJTRDF5NPQ,1,0
227,B0B3PTGNFL,B0C513SQLW,AHPFHP43AXWRYZZ4HPNCW7I7J3ZQ,1,0
228,B004R1J464,B0BQLKBT9V,AE4NCQZIIX6KK27UKLAI6SMRO4FA,1,0
229,B08L65H8SQ,B08L65H8SQ,AEPEDW5FBBJ2XYR2BIJAKUPHCMHA,0,1
230,B07C4JXRX7,B0742ZV5RH,AEA5WQKEKHCTWZB665GQKU4RRRJQ,0,0
231,B001IAFAOW,B001IAFAOW,AFSU6F5SAD5YRXESRVCBBPW65P7A,1,2
232,B00OXSF3QQ,B00OXSF3QQ,AE3KC4KBG7I3UAA6HZMYY436EUFQ,1,0
233,B00FPQQFRQ,B00O1R3N84,AFSMJHD3M7JY3FYGXNZZHUQIR7PA,1,0
234,B003E1AH8W,B003E1AH8W,AE5WQHXN2V4D3SLTKJPM4DYWNFFQ,1,0
235,B0009PUR72,B0009PUR72,AEMVOPUTGCPXQ7XW6YLHIFNMN2LQ,1,0
236,B00FM1774O,B00FM1774O,AGQCFT47KDI77JKRSOMAK34MJPAQ,1,0
237,B08Z22BRRK,B093C1DQ22,AGS47C3SO62X375JL7RWNBKCFXXA,1,0
238,B08S6S4C29,B096B4J5WH,AHKOLABBVN3Z6TJTKRIQTDBUQ6JQ,1,1
239,B07CZC471M,B07CZC471M,AHJQPUQLSQZE6LMIUMY7WNRXCQQQ,1,9
240,B01K63VXXS,B01K63W2S8,AGBXXWQPA72DN4CVEJWPRJ54BPHQ,1,0
241,B00CBE7HJK,B0BS8RV94G,AGZ6DLLVGC6MSNJMZSUIHHMPGKAQ,1,0
242,B00QR3LOO0,B0BFF7JSHR,AGUXXFCKH3ME5FZEBQUQKAG7KNBQ,0,4
243,B00M452GFG,B017P6E33G,AEYFOIFVN43MKXA7E7YMTG63ZWMQ,0,0
244,B00N2BW2PK,B00NWXLQD2,AFC4S6B4MGXYSZDLRAGWVB3VZLCQ,1,0
245,B00UPIU5F2,B08BW1WNV7,AHCIUU5DZPFOPKSJZ3SXMX36THZA,1,0
246,B00NGNBGL0,B00NGNBGL0,AG3ESNP5LHCTDVCCNQ7GRTZHXCTA,1,0
247,B00RWFQYG0,B0C5RBPW2Y,AGC3UKRYAAU7U227BVHPMYLB4LSQ,1,0
248,B07PM5Q7BR,B07VJ4NP1C,AHCAVQOYUJROXE2HTOLANN2MZTZQ,1,0
249,B01BD0R3VY,B07PDHRYSB,AGNWLLRPQE5D4MFSL47HATAGEPOQ,1,0
250,B0BC89ZVMB,B0BYMPG7BB,AGWXUEZXZVEH7HTAZLBOCMO62COA,1,0
251,B06XPV4G7Q,B01MQL4XND,AFHQ5DDF33TWOSPXUPXKDK4TFUYQ,1,0
252,B07Y89VMCN,B07Y89VMCN,AEMRAZPNN2NBBUDV4YGGYMGPFC6A,1,0
253,B00LHUT3TG,B073YFD9DL,AFULZL5U3GW5BPKJJQ32SKJ3WHBQ,1,0
254,B019WK2B28,B019WK2B28,AF2ORVSD5XRLH56RHGEIIDSGL3QA,1,0
255,B00HXIY1Z2,B0BRZ9B94J,AH2HOZETFRP2X52YG3WC3EYV5ECQ,1,0
256,B088FKZ9VN,B0967L91YG,AEDIDG3QHMVSVA3ELRQ6WPUTY3XQ,1,0
257,B01BVV756I,B092RSTGTF,AFQCDQBYZ342NSIA7OG2FRBQJHRQ,1,0
