row_idx,primary_id,aggregate_id,secondary_id,categorical_label,scalar_label
18,B08C1W5N87,B08WJSHSLC,AER5QOCSOHQTRB6WZ3VIU2OCRZZA,1,0
19,B07V3MYJF6,B07V5QLN5N,AHGCYIJQ6PPNWPUDGTFCTNOVRB3Q,1,0
20,B076H3SRXG,B08RLW7918,AF6MPK4WIVRV26EHAZDJ6VC5K6VA,0,3
21,B01JLURR2S,B09WTY86N6,AHZCVDAZT3HRP44YDHYCSVDFRKEA,1,0
22,B0098QH2BC,B07KFQFDNB,AGMCBABCIR6GCZXVX4XDWIFEKCOA,1,1
23,B00176TEGM,B00176TEGM,AE6AUO3Z6Q5N5VK2JDWGZEGFW4GA,1,3
24,B07RD8B8ZB,B07RD8B8ZB,AEEDFUQ7SXVEZ4VBHTED5D6MZ7QA,1,0
25,B086QCFRQ5,B088B22VLB,AEMRAZPNN2NBBUDV4YGGYMGPFC6A,1,0
26,B09NKT74SB,B09NKT74SB,AHV6QCNBJNSGLATP56JAWJ3C4G2A,1,0
27,B083GNFPB5,B083GNFPB5,AEXGISIVX7WBUNI7UHHERVB3DF7Q,1,0
28,B00NI04S9I,B088K3XLKF,AFEZH43XDG42KHOX4ZDOISHOJJMQ,1,0
29,B07N5XKK95,B07N5XKK95,AFWVN52MRBWOTIK7UGXBWGOY4HBA,0,0
30,B00NH12EHQ,B00NH12EHQ,AF3PTAOGQIBM4HS2OBG5DKY4L67A,0,2
31,B07RJ3M2CM,B08XNCHTCY,AFAVZ3ID5E5FKV4U3WO4LR2ROYPQ,1,0
32,B08ZSDK58L,B0B6RHGJL6,AF4JHMACH7X4UFPMTCSTWP4IAZMA,1,0
33,B00HSS9JMW,B0C4LSZS57,AGERPHFURMUOH44B57CH45HGZJNQ,0,0
34,B0044UHMOO,B0044UHMOO,AHN5RT3UIU3ONH7SF4X7NREDVBAA,0,1
35,B084127MVC,B07J2FGZSM,AETANZHSLNTIR57DSQEZAAAI6ZCA,0,0
36,B0077SPHGU,B0077SPHGU,AFPT6ZGXYGN7MLUVB6M2DRWBTZHQ,1,0
37,B0093162RM,B0093162RM,AGQZ7ZIX7NUMOL2HGOXKO5WWV5UQ,1,0
38,B07G54S9J8,B07G54S9J8,AGSP6LSQK32SQEJO3YVVNACPWMSQ,1,28
39,B000BTL0OA,B09LYWCHJX,AGV4GJQV6TR2RUJSJ36YVVR7SUKQ,0,0
40,B08YRKWRJK,B08YRSWP4L,AEFSIBG43DT5ODGJ5ELCX4BUS6HA,0,0
41,B01BKUB6BA,B01BKUB6BA,AGN77Y4XMITXHDOOVYTIS5ARTU2Q,1,3
42,B00005T3Q2,B07G8BR51Z,AHEWWQIHUG36DHGK7JYZXMRDWR5A,1,0
43,B01BH83OOM,B01BH83OOM,AHJNHAXNESRA7TZTAACHWUU6XOAQ,1,0
44,B077SKTM98,B077SKTM98,AHDJ6MM64BUATLY2KQKOBRZWYLUQ,1,3
45,B09WH9S99D,B0BF9G41VS,AG3NGVU23GZSJ7X7OCXORTXUOAWQ,0,0
46,B07P6SV4TV,B07P92XS72,AGV3I7ZHKEKH2FT4LW2D2YHFRYDA,1,3
47,B07SR3PN45,B09PGYVY4P,AFETMC545YNCZMHN47TWMW7XWQ4Q,1,3
48,B08D3FW7V6,B0C5H9XMS8,AHFAVTVOL2KUU4PRARH7ZJQOR75Q,1,0
49,B09MVVVWS8,B0C74QHKTR,AGDSEYGSA5K664EUHWKV3ARDXO2Q,1,0
50,B06XYH75NQ,B08DCYHFD4,AGUO64P7C4QQ3NVBLJAHCGLLUCQA,1,1
51,B0087NZ31S,B0087NZ31S,AH3KBLJXHMU3DWNID7RNZT32KSZA,0,0
52,B07ZBLC4BL,B06XQ5Y3W4,AHAI5HUHQGZ4HO5MMNFEX4MVIM3A,1,0
53,B078SWJ3CF,B0921LXGF9,AEY7USY4QYYMOIX7Q3GULQXZFX6Q,1,0
54,B00F0DD0I6,B00F0DD0I6,AHSMGLJ2RGC2JZ3A6O7AQZ5WNTJA,1,0
55,B012S7P3PE,B012S7P3PE,AEQP7BO3DYS6ET6ANKREYSJFAHSA,0,0
56,B01F9RGSFE,B01F9RGSFE,AFE5DL4EPVOHBKCO2LJAMOHNGX4Q,1,0
57,B09JQMJHXY,B09JQMJHXY,AEUW4RMD6ZE3C2YTTXA2RKABJC6Q,1,0
58,B07GYRQVJF,B07GYRQVJF,AG5OIS47JWSGCXYGRGA5HBZPHKTQ,1,0
59,B00E4LAA56,B015XSFHTC,AEAXAJACFMXIAAH4WOHRMXPSZWFA,1,3
60,B0BHLB2387,B0BHLB2387,AFZYCW5KQQHJUKYW4GUXQTLCILXQ,1,0
61,B07DC4RZPY,B07DC4RZPY,AGSXRYUCT4QQZ6NLIU5PTKAMVSQA,1,0
62,B07Z4G9PT1,B07Z4G9PT1,AH6VY6AKZQFYQMNUXO6UEP2UXOYQ,1,2
63,B01AT23UGE,B01AT23UGE,AHW4BAQ5WO3BFLJ2D4CLRIP2MS3A,1,0
64,B08T6GN9GV,B08T6GN9GV,AEAVNCFFGZGQIQO3L3KJNRSMCAXQ,1,0
65,B07WMLPSRL,B0854CTL5N,AHONWL24NQWIQTLICMW74JRNOG3A,1,0
66,B00W8XY0SU,B01IU9UMVY,AH2SK57JTJATVPUL34OIS44AQARA,1,0
67,B0BJKYBJW4,B0BJKSWBCJ,AGVXN42IKSKKBNVFGKCMKIZEBNSQ,1,0
68,B07GFRKSXD,B07GPGVYGX,AGTFULIOVJK6RHUYWETEGSE5ITCQ,1,0
69,B00E4JWL50,B00WUWV1N6,AG6DIQWOKFZFS3LM65IG5NU4UZYA,0,0
70,B01J6RPGKG,B01MTF2Z37,AEVFLBMHJBPB6URY6PO65N7XJVMQ,1,0
71,B08W2TP2TT,B0BMG42YYB,AFPMNNYUS5OX5O3D4ZXT2EQN7Q2Q,1,0
72,B07HB9Y8S7,B07HB9Y8S7,AH2LC24EHMRKG67KC7Q2RLSO27SQ,1,0
73,B01DFKC2SO,B01K8B8YA8,AFDAN27KWZQOMPX5J2NB7MAPOIXA,1,1
74,B008UDF55E,B008UDF55E,AFAKB4A7ARAK5TUSABGCL66PEXCQ,1,0
75,B07SXGJBSV,B07SXGJBSV,AHDSEQNTSVKKO6RDLRWCNRDNCC5Q,1,0
76,B06XQW8DZB,B09YD3X8C9,AE6VNOEH3K5SU66DDH5LSOYOVR3A,0,0
77,B0117RFPCC,B07KSPDR2K,AGVSXZIFJQRBGUJ6WCAKAI7L4YUQ,1,0
78,B07TW9T8JW,B07VTM895M,AGIUB7IRSJVD3HYFOBH3K4JXPLMA,1,0
79,B00WD017BG,B0BMQJYLQV,AF5YYWUMDPFVDZE36I4QKMHY363A,1,9
80,B01MAW2294,B08V2MLHLN,AE6SXNULBFKCSF4CYDS7362XXPHA,1,0
81,B079QHML21,B07GZFM1ZM,AEB5VVZ76YLTITHWBJJB2YURVHRA,1,0
82,B07GM2J11Q,B07GM2J11Q,AH6ZPFBNBHHWSZYGKHC5RL2G4XAA,1,0
83,B07J5QNZJG,B08JYBR97B,AGZZXSMMS4WRHHJRBUJZI4FZDHKQ,1,1
84,B01I3D08M0,B0C23RZJKF,AG4EGNF2PTQYWKLTWGLHW22YNHGQ,1,1
85,B013CP3JDO,B0BGCDYQQY,AE4TWMGIMVJ64G6JXGA6OKSMTXVQ,1,0
86,B00JG8H09Q,B00DOPNKLY,AHSFG7CIC4KP5ZLQBDFSNBPNK6SA,1,0
87,B07FZVBRDW,B07FZVBRDW,AFY6NMHKV5D2Q5D4IJPVAKOG3BFA,1,0
88,B01D0J787A,B01D0J787A,AHN4W5UPINW54AZAYFQS4XZTWYDQ,1,0
89,B07SNC3JXS,B09LRS26TW,AGDSEYGSA5K664EUHWKV3ARDXO2Q,1,0
90,B07WW1H346,B0BSMJV7HF,AEIKEGXQOCF256FO2Y5ICPLEWHTQ,1,0
91,B073PT6Q1P,B08TZX2DW5,AF4ALBEBM4SF6I7UO5D4SX4KEBCA,1,0
92,B08BJ83YHJ,B08BJ83YHJ,AEZP6Z2C5AVQDZAJECQYZWQRNG3Q,1,0
93,B007R6HUBM,B077Y93YRR,AE6KHJWEUNYBZ2QC46FS4QP4J5EA,1,0
94,B088LXXWFL,B088LXXWFL,AHL3YLBVXPDXNMLTK6KZOK5OZ3AA,1,0
95,B00M1C0186,B0BMJ89V4P,AHOXIUCQNEJ5X5YQSXDP35Z4E7LA,0,1
96,B07PCNJYSL,B0BXRZLFRD,AFSV5H2X5TNZ4EHIRVJUNGZ5MH6Q,1,0
97,B00AMNIRQO,B00AMNIRQO,AESPNEULYGZTZDDVCN7GQ33RFA7A,1,0
98,B0155OD1ME,B01D3NROZE,AFDX75HHH6RX2ZDXI7ULALYGWUVA,1,4
99,B01H7M6YKI,B0BGNG1294,AELOI2MDT23DHWTZUFJ6ZKJJHOAQ,1,0
100,B00P9J6RFO,B00P9J6RFO,AFBTONUUANQYICZQPP6PU5GZDFPQ,1,0
101,B00S8W8QMG,B07V6MGX7P,AGPTOVERGGHNWIMKTF6FQET4HQMA,1,0
102,B00BF6HWAO,B01FKSEL9M,AGI7BGP3QHF33HRD765EEEQPSQLQ,0,2
103,B06WWL4JD8,B08GDRCCPK,AFML2HBQNS73BK3APKKAXUOADROQ,1,0
104,B07H3VSNMF,B07H3VSNMF,AEPBXAJZQKT2APATWLVAHYAESDBQ,0,1
105,B07RXYPJGY,B07RWH9GM3,AGD7C5I7LEINGX32THOQX5VSJ74Q,0,0
106,B017M4J1BU,B0BBDQRTWY,AFU6AE73RZBQEDB2ZLUG7FYX2G5Q,1,0
107,B08MF8MQ55,B0BRXD51XW,AET6MLT4RZ5VFYBLORO4O6WHKVSA,1,4
108,B00TSUGXKE,B010BWYDYA,AEPMDGB6OOTKQ7FNVE4Q7FUVVE6Q,1,0
109,B0126RO1YK,B09XWXHRJP,AH6ZKZ7FKVSNXRVXYQM5LY2XZ6MQ,1,0
110,B007OZNUCE,B007OZNUCE,AGYEAZK4OEYF2MSSTGJ5WNJDVZKA,1,0
111,B0874XN4D8,B0B79D1NQ6,AGPWCCRQX7E25VCWAHVZXXP5WMJQ,1,1
112,B08B8WRNQR,B0BBB6452B,AHTDYGXHONM2BHENDRMKMC34ZZZA,1,1
113,B0753Q47W2,B0753Q47W2,AEBOCEF4W3UNB6Q3JWMHKBRKGZMA,1,0
114,B07PXGQC1Q,B07PXGQC1Q,AE53AWOTFWHVPYLYOOPD7BW4OR2Q,1,0
115,B07RV6JGCR,B08JQ42WFN,AFK7WD3FB7T6FZPSGA4PH474G6EQ,1,0
116,B01J94YIT6,B01M3ULMWP,AFUZYF4YKMATR3KSIHPXZI3ZHWZA,1,0
117,B0791T9CV7,B0791T9CV7,AHXQGBTPB5SJKPXXBZHBDLJII6NQ,0,0
118,B01N6ZJH96,B091K4WYD1,AEIBLJWAATR36AKT3J7YL74UGSQA,1,0
119,B07FZ8S74R,B07H65KP63,AGUETR6TDLQCVTD4KGSV7UXIU3CA,1,0
120,B004QK7HI8,B07R8L532P,AHVSKOZXKLW3C4UQA3ACRWHBHFBA,1,4
121,B00ZWR0BI2,B07BJ3GYPW,AFSH2ADUKP7QBX2P6BCWUKZYE5NQ,0,1
122,B07VJMBRVQ,B07VJMBRVQ,AHPFHP43AXWRYZZ4HPNCW7I7J3ZQ,1,0
123,B00N1X40WW,B00N1X40WW,AFWMTU5MC3HALD6GAHBYWWCIUC2A,0,1
124,B0046TJG1U,B0046TJG1U,AGYMTJGKU4IK53ZHTI3XOJ5LBVJQ,1,0
125,B07DR576QR,B07DRFW83M,AHJNW3RHHFQUH6I7FECKWHRC44HQ,1,0
126,B009N72TAA,B09NLKB6RX,AHRGTIMQO47C2VLJILIDU53BQKSA,1,2
127,B071ZYHCM6,B083YHS7SV,AEY6SFMRQZ7RN2QRRERUXB24KNNA,1,0
128,B01HZLYC64,B01HZLYC64,AFUTHITJNNOJZQIGPET7ULIUT2YA,1,0
129,B07GXJFRZZ,B07GXJFRZZ,AECOV6ON6UN4ZSMBDP2Y6WOXIHXQ,1,0
130,B00DVFLJDS,B00E56OIWG,AEU47A5R7NFWXCQLJMZA34AM63EA,1,3
131,B004MFQ2I8,B004MFQ2I8,AFGIT3ELOIRXWDLDNU4DWHDHNP4Q,0,0
132,B07PF1Y28C,B07VXXBTX4,AF6XSHPHPKH4K5Y3UL3BICYO7GYQ,1,1
133,B096DS3996,B09SD96XD2,AEG4LB6ISHKOOHSLX3B4YS3BDU4Q,1,0
134,B01KUQY5R2,B08G4HMKQ9,AHDZPXTIROSY7IJRRVVZAX3GWGAQ,1,0
135,B07K2Z242D,B07K2Z242D,AGTW6ZGPUAORQ7X6CNBP6PJW7OTA,0,0
136,B00365GUZ0,B01MUD2CEB,AGPGO6B7PMH7FILV3DTZQ5BTK45Q,1,0
137,B07GGSYVJP,B08LPK22QL,AGLYA3RAEH5LDG2RYGXUR76TMU4Q,1,21
138,B01LXZCFS7,B07LBRZ5TH,AEZZZCFYPIAVSUTFEOKPVMTJBOAQ,1,0
139,B07PGSH8XC,B07PGSH8XC,AH7LDXK3GT67FZKMRW7MP477DJVQ,1,0
140,B005FYNSZA,B00JO6RO8C,AGMCF57E6Z75G5B5BLU4QZCCATAA,1,0
141,B00JQTO8TU,B00JQTO8TU,AFHB2QZJ2NB6D6IYCG4AZL4AN2RA,1,0
142,B08LDD49CM,B0BMFZP8WX,AGDT3NTRES47WHT26YWV2CVOLOYQ,1,1
143,B0083Q04IQ,B0083Q04IQ,AGRI5WOUDVPHH75TTYW6IWNTJ5HA,1,1
144,B00Z7T9MT4,B073VMG4FN,AHLBT2RDWYQWN5O2XNBNX2JPWVZA,1,0
145,B09Q8CZ5VN,B0C157NRF9,AGZZXSMMS4WRHHJRBUJZI4FZDHKQ,1,0
146,B07Q2VMLC4,B07Q2VMLC4,AFIVWQI2Y3CEQW5HUIDJ3WTH7PEQ,1,1
147,B0017JY5F4,B0089W5Q1O,AFBTEUJ64WBMX6OGWXMX3LYMTXOA,1,1
148,B07ZFLJH2D,B07ZFLJH2D,AGO44IQ54TK3D6HXPQD72PNOTYWA,0,0
149,B00WXN73RU,B00WXN73RU,AHY3TOE6KKKYUO62CPOALPJJPUAA,1,0
150,B09B1HZQV2,B09B1HZQV2,AFGXUDIVQ57CHXDAP255WPHQ6VAQ,1,0
151,B07LBJC2D9,B0C7LDYB13,AFI44N5JJZHC3P7SOQWMWXHNWNZQ,1,1
152,B07DPND6BB,B09NPM24L5,AE4HWV5HP3RGJU3RKUJ6KW3DPM7Q,1,2
153,B011HVUEME,B0BML2MF98,AHJOI2JU7WF3FCUBPNPEDJLMFHCQ,0,1
154,B005LFT37U,B0BPWG9DBX,AFJ3KV4HKQR2CIHPJ625RZSGSZNQ,1,0
155,B01DFKC2SO,B01K8B8YA8,AEBVAQQB36PC2PJX32PWGVQ2N67A,1,0
156,B01DFKC2SO,B01K8B8YA8,AFE3T6FOPZWNCR6TAQZRTUKWEWKA,1,0
157,B07YDNSZQ3,B07YDNSZQ3,AGZWSN5O6K3OWWOOL4LUR4AVZ7RQ,1,0
158,B00A1ZTZNM,B01MXSLM3Z,AEI5HR4W5RS4LBVYYUFIMZVEXQVA,1,1
159,B082G2ZXDF,B082G2ZXDF,AFPFSWOQKMB23WJPUFIMHEH46BCA,1,0
160,B0007WRQH6,B00XILYVXK,AENNNTXYVQPS4RLTA5CCRR4I4OLA,1,0
161,B07QC4X437,B07QC4X437,AHNKVZEB42Q76COM4FKE3L5DMP2A,1,0
162,B07FB6FB19,B09L7VKD2K,AGCYFXQL67ELYKYBJ423WM6SDJXA,1,0
163,B08531THP1,B0C1GC3RDB,AFJEIYPHVWV4MOPBGWIZ4DWJJQ3Q,1,1
164,B08J8H8L5T,B08XVF418R,AEN6HICQQ6SRE62QBOYCWEXN4RYA,0,0
165,B003EYV210,B0093JKBYO,AGEZZZRECOGA6PCUZM4NHSMOD4UA,1,0
166,B005ARQLQK,B005ARQLQK,AGE5QWBFEPPZRF5UGU5XIPD2QWYQ,0,0
167,B0BDM67V6N,B0BZSYPRRH,AGZZXSMMS4WRHHJRBUJZI4FZDHKQ,1,0
168,B083BDZ2R8,B09DFP36ZH,AEPEDW5FBBJ2XYR2BIJAKUPHCMHA,1,1
169,B015TJD0Y4,B01K8B8YA8,AG3S4FROO422V5KP7DJCBXVUQLJQ,1,1
170,B00M78G2VO,B07HL5SDPQ,AG4UFDXKJY67G75V3R2YJY5VFKMQ,1,1
171,B07HZ2MSV5,B0C5PC4J6W,AHV6QCNBJNSGLATP56JAWJ3C4G2A,1,0
172,B00002NDRQ,B01LLANEAU,AHEXGXTKVW5M4ZFK4QKNK7LP74OQ,1,0
173,B00LN0P5Q0,B07ZKR5HTF,AHYIB22EKW4FIKWWUQ3QIFY3UKCA,1,0
174,B079K963KG,B081CC65ZS,AFGDRVPCP742YM5MMLFIKZCGNNRQ,1,37
175,B002HWRJBM,B002HWRJBM,AE6XLURQ2JFED7NWXHCGH4GQ6OBQ,0,0
176,B0756WZ2V3,B07G5C4YLY,AGKIZZF56FLX6Q5KECXCYF5FVGUA,0,0
177,B08FXSBN11,B09XK17BN5,AFXAMSEN6MT4WQHSXCV4JRGXWODA,1,0
178,B01F7KJDIM,B01F7KJDIM,AG3S4FROO422V5KP7DJCBXVUQLJQ,1,1
179,B07LCJW5S8,B08K2WJX73,AGLHRQLAWKWQKEF6VRO2Y3MRS4JQ,1,0
180,B00C2H0YFU,B0C19LF9N1,AETMYFEOI75ESCVEYPIRIBIXFF2A,1,0
181,B00NWXPCPA,B00NWXPCPA,AHA4OEYU55ODCZ7EUC2YBZCX4OFQ,1,0
182,B00OQVZDJM,B00OQVZDJM,AHM26HHKUBFDLKS54OBEIXKAV27Q,0,8
183,B07VD3M6M3,B07VD3M6M3,AHI6JXN3KBL6UZDNHENWKS56OBNQ,1,0
184,B07QG6F5C8,B07QG6F5C8,AGF7LDUQN4OVGSFWLBND4GDKGCGA,1,0
185,B00CX5P8FC,B00CX5P8FC,AFCKJBU5QB2Z52LSYYCRHQLHBI2Q,0,0
186,B07WNFZY2Z,B0BXM1MVWN,AEVEM6GEISW37CMVIPKUJBRVGT5A,1,0
187,B016N72FQA,B016N72FQA,AEPBYORF6TKTQHTECACNQG2NI4RQ,1,0
188,B079QHML21,B07GZFM1ZM,AEI5J2FXOHLL2AKNXOEJ52CBR3IQ,1,0
189,B00O4OR4GQ,B00O4OR4GQ,AG73BVBKUOH22USSFJA5ZWL7AKXA,1,0
190,B08HCPL4M2,B09LTTFKYC,AH5L5W3MIS6BWFWAGJB37HHCKGWQ,1,0
191,B07MW522WN,B07MW522WN,AHY22EJHPZADNM62FVQLQBT4IVXQ,1,0
192,B084J4MZK8,B08F1P3BCC,AF3D3R7EJKCATWRQYAJPKAOGNAXA,1,0
193,B07S1SH33P,B07Z5G86LM,AENUE2ESYTYQHP6GRQAQ7YDUR4GQ,1,0
194,B07D7TL9KM,B07D81YXPH,AHWAUGUCODTCV4QT7V7J4FMMUMEA,1,0
195,B071Y19HDR,B07W1BBCF3,AFC6FB3XOMFRZ3JSCOPOVTMONAOA,1,0
196,B009N72TAA,B09NLKB6RX,AEAXLHF2PCUYUAGCXRUUCF2PMR2Q,1,0
197,B0791T9CV7,B0791T9CV7,AHHPKZ3F4WPTUYZQYYAGB6UQNT4A,0,0
198,B0111MRLLG,B0111MRLLG,AG5MXSEUOSFANLXKXUGQT5DH7AXA,1,0
199,B074QPMZR7,B0B2W5PXKR,AETLFLO7VQPLYN2ADLHU6J7U2IKQ,1,0
200,B004HZYA6E,B004HZYA6E,AH2PAQ37SL3F3YHJRBYV4DMSDFSQ,1,1
201,B007ABANFY,B007ABANFY,AE7GVDNRY5NABEP253Y3GMDUZOZA,1,1
202,B00ZV9RDKK,B075X8471B,AFC3TJNQCEYEFWU5DZIKJMH3IJPA,1,8
203,B0791H74NT,B0B59QBY9G,AFD4XSB3QLNG2QX55JAQC4OSKZSQ,0,1
204,B08XQ6VWDV,B08XQ6VWDV,AF7TPVRATKMWPZKKQHML4GRANNWA,1,1
205,B08MBF6JMQ,B0BMJ4RFGT,AF6SM2ESLD534XWS7P6PFSL257CA,1,0
206,B012F8G1DO,B012F8G1DO,AGSXMEKFKM2HDFZ4UNE676O6D5LQ,1,0
207,B010Q57T02,B011BRUOMO,AHFJKUMPO25WRQMJCPQUI2FEUGMQ,1,0
208,B005Z5HT2M,B005Z5HT2M,AG3HEY7A72KKVSZJKOKJRRRRF4EA,1,2
209,B075Y73SDV,B075Y73SDV,AHZGP2LM2APDYXIGQQVCQ65MFG5Q,1,0
210,B07XHYVN62,B07XFGBLCP,AHMG3ALUBE3FEBHODTBHP5J24YDA,1,0
211,B01B2VGS7Y,B01B2VGS7Y,AEDIDDDGGCF5AXLODCKBTKI2M7XA,1,0
212,B00ZV9RDKK,B075X8471B,AFNPKP27HXRX2QZGEWTPAEIGOV2Q,1,0
213,B01MZEEFNX,B07KTYJ769,AEVPUH2CIYA5LCJWMF5NY2TREMNQ,1,0
214,B016I3T3CI,B016I3T3CI,AFEWMNOGX6GYCWELFB26VAAJQ3PQ,1,4
215,B0058AH2US,B0058AH2US,AGE5QWBFEPPZRF5UGU5XIPD2QWYQ,1,121
216,B00BHJS3C0,B00BHJS3C0,AGUQFBJGLRCTSY42ZQJDKNF7ZQRQ,0,6
217,B07JPZB4VM,B07YXTTD61,AGSP6LSQK32SQEJO3YVVNACPWMSQ,1,0
218,B007OZNUCE,B007OZNUCE,AHBSAEV65SZJFHDTPWDS47KKC2YA,1,1
219,B079Z8M2HJ,B0BWJ7TQYX,AEM23L2CCYYG3VNTOYZVCLGCWWWQ,1,0
220,B00NH12EHQ,B00NH12EHQ,AFIJLAW3HIOMRUFSWNH54IJ3XQAA,1,0
221,B00IVPU786,B00IVPU786,AFQ7ZO3NWNSSIZ2FAMR4BNAYSDKQ,1,0
222,B07XQQTVS3,B07XQQTVS3,AH52QVDWITA6ZFLWQ7KAMNYXM76A,1,0
223,B07WDDT3G5,B087DPYNYP,AHZLWZH3TBHTCNVWDNT4PWUVELBQ,0,0
224,B07Q4777HZ,B07Q4777HZ,AGFGZNWOFRGXGMLEBZ3MOPKMQ2HA,1,0
225,B01AX8XHRQ,B01AX8XHRQ,AFBTONUUANQYICZQPP6PU5GZDFPQ,1,0
226,B07DC4RZPY,B07DC4RZPY,AGGW4YDY5F5V3EZG35HQIKWHYDQA,1,0
227,B00B3OA7R8,B00B3OA7R8,AH55KUF7LM5AV7FG6VRZFIHGXK6A,0,0
228,B001MSU1HG,B07D1XGQHJ,AGQFGXUGFSZHNRQGP7J24RVSLZSA,1,0
229,B004W2JL2A,B008CZ7PR6,AGHTVFYC3HIAZ54GOMEYXDFZB5JA,1,0
230,B07Y7WCZ77,B0BY98CSFT,AFCQODELZPN3GI4MKTVHEJEGXF7A,1,2
231,B08YQMZKJT,B08YR4HF3V,AGNRKK53L7H54XJMRIYEWFPGV6LA,0,0
232,B07QMBY7JF,B07QMBY7JF,AHZ4WODDQMLDMFH2X4QHJAMRJCTA,1,0
233,B004GW25WY,B06ZZCZS7R,AE3KLVXGZPANXE5XLXYKHTVAZ3FQ,1,0
234,B07D48LXJ3,B0BVW5XZ23,AHKUDWZXJR5RRTDIM5BE6P3RNJUA,1,0
235,B004YG7MKM,B00M5D1WH0,AHNOLQG5SZLLNGPOF3GAVRMQMQDQ,1,0
236,B00E4LGVUO,B07S764D9V,AER6WLSJPBPNOZIQWVHQBVOKTNCA,1,0
237,B07MG42VN5,B0B58ZK8CZ,AFPO2ZWZA3HMYKUWLD7NWT76QGZQ,1,0
238,B09PG1LDZP,B0BJVGCSLC,AFKMX6JZ655VPVYHBTATZQS4IBOQ,1,1
239,B014YN7LVE,B014YN7LVE,AEUVSQOZJGGH73U3POUGKKBZNYHA,1,0
240,B08N3MBM2P,B08N3MBM2P,AEBFJD6EXNGIGUTPN77OIFLO2PWQ,1,1
241,B092LZQ3RX,B0B22179R3,AEFERAYP5U56KEELNBW54X4QFOUQ,1,1
242,B01NGU1YTZ,B08XD4N3K4,AFXF3EGQTQDXMRLDWFU7UBFQZB7Q,1,14
243,B003PPGOC0,B07CBSSNXG,AGY4SAX7RB547FV3ZYZLVQXJFJTQ,1,0
244,B00UPKMVCU,B00UPKMVCU,AHDG64P7VYKP4YDTNMBRF5SA3G2Q,0,0
245,B08CJP6V6W,B0BL5YHZPC,AG67IE26M7OA4QMHHVSXIQU4WU7A,0,1
246,B07Y4ZYRQ3,B08ZXT5QSB,AE3KLVXGZPANXE5XLXYKHTVAZ3FQ,1,0
247,B074M96FKW,B0BCG125HG,AFFSM4A4DME5BJXGX4DZQBHKIUTA,1,0
248,B079PYZJ2B,B079PYZJ2B,AEDOHFM25ZBJNS3VNSOZ62IM2IQA,1,13
249,B01M0GB8CC,B01M0GB8CC,AEPMPC5J6N74SNNPPDSDG4F2ECJA,1,0
250,B00F5R9TNM,B0B9J6BVDT,AH2QTWYHUUR7D6I6ZCNYSR4XACBQ,0,0
251,B010OYASRG,B0BW4PFM58,AFGU3S4OP6NRLJWFIG6BU2MGKLDA,1,0
252,B00GGVPKKC,B00GGVPKKC,AFUHQI57RBU4SVZEM55LB2FHAPWQ,1,4
253,B08KD3PJ9W,B09797VLPW,AFBD4TJ4SHTI7RB5AVHIIIZ6QOMQ,0,0
254,B076J1W2SV,B076J1W2SV,AHTHD4MY3UUEFKUH6OP6H6KSBQTA,1,0
255,B00EZGB4GO,B06XD9T2T5,AESRYTDPZHKRJ3XM3IGAPPLCJBJQ,1,4
256,B01B6AN7WK,B01B6AN7WK,AGGP3SVBKBFYSOQEBZMCZFCJKTCA,1,0
