row_idx,primary_id,aggregate_id,categorical_label,scalar_label
393,22517,Americas,1,15.95
394,7468,Americas,1,4.95
395,15143,Americas,1,
396,31035,Military,3,15.0
397,31361,World,0,35.0
398,17987,World,0,26.0
399,33781,Americas,1,
400,38857,Military,3,
401,33417,Americas,1,
402,33346,World,0,8.35
403,29071,Europe,4,14.04
404,35265,Americas,1,20.27
405,36818,Asia,2,17.96
406,12730,Americas,1,20.38
407,26842,Americas,1,
408,4580,Europe,4,11.8
409,6740,Europe,4,22.95
410,25606,Americas,1,5.89
411,29281,Military,3,26.99
412,26359,Military,3,35.99
413,29811,Americas,1,560.59
414,39485,Asia,2,37.0
415,7503,Americas,1,31.5
416,15532,World,0,
417,3161,Europe,4,
418,21985,Military,3,23.66
419,12101,Americas,1,21.99
420,36329,Military,3,18.95
421,14958,Americas,1,
422,34180,Americas,1,14.95
423,8471,World,0,
424,1736,Americas,1,23.69
425,19815,Americas,1,67.59
426,9801,Americas,1,
427,40970,World,0,
428,25841,Military,3,17.49
429,26810,World,0,17.95
430,19460,World,0,
431,28116,Americas,1,21.38
432,3277,World,0,
433,7747,World,0,31.95
434,32114,Americas,1,7.8
435,6024,Americas,1,12.01
436,1631,Historical Study & Educational Resources,9,12.23
437,25942,Americas,1,13.95
438,12350,Americas,1,
439,10127,Americas,1,33.93
440,15069,Americas,1,13.9
441,27589,Americas,1,
442,39265,Americas,1,15.23
443,3929,World,0,
444,37735,Middle East,8,27.69
445,16954,Americas,1,19.6
446,3953,Americas,1,
447,22737,Americas,1,
448,8966,Americas,1,
449,40601,Americas,1,22.0
450,12188,Americas,1,21.99
451,16214,World,0,17.73
452,25077,Europe,4,15.0
453,2608,Middle East,8,
454,41268,World,0,12.68
455,25769,Americas,1,27.89
456,18403,Russia,5,8.95
457,40476,Americas,1,18.95
458,7822,Americas,1,5.04
459,20458,Americas,1,22.95
460,27093,Americas,1,
461,12172,Americas,1,15.58
462,5395,Military,3,10.41
463,21268,World,0,
464,36248,Military,3,7.48
465,29584,Ancient Civilizations,7,10.99
466,10859,Americas,1,
467,11810,Americas,1,21.99
468,34892,Military,3,39.88
469,5676,Americas,1,14.99
470,314,Americas,1,28.79
471,25607,Americas,1,18.87
472,38887,Americas,1,
473,34672,Americas,1,12.95
474,23502,Americas,1,18.75
475,36057,Europe,4,23.2
476,5610,Americas,1,
477,11189,Americas,1,8.92
478,37694,Military,3,18.87
479,15427,Americas,1,8.41
480,41280,World,0,9.25
481,16826,Military,3,
482,16912,Americas,1,19.95
483,30195,Military,3,19.99
484,2868,World,0,
485,3025,Americas,1,
486,32618,Americas,1,10.74
487,31865,Americas,1,
488,13732,Americas,1,
489,23593,Americas,1,14.99
490,19144,Americas,1,24.3
491,16250,World,0,19.42
492,7306,Asia,2,15.37
493,35269,Americas,1,14.47
494,4729,World,0,31.5
495,34544,Americas,1,16.95
496,4615,World,0,
497,6433,World,0,9.94
498,38581,Asia,2,14.78
499,37069,Europe,4,17.57
500,23893,World,0,18.69
501,29335,Military,3,12.95
502,5908,Americas,1,9.98
503,35187,World,0,14.99
504,33558,Americas,1,19.99
505,30052,Americas,1,16.5
506,22285,Americas,1,17.5
507,9044,World,0,35.8
508,38151,Military,3,12.69
509,17405,Americas,1,
510,39889,Americas,1,
511,1045,Americas,1,
512,756,Americas,1,14.99
513,15983,Ancient Civilizations,7,26.06
514,22865,Americas,1,
515,31671,Americas,1,9.9
516,29346,World,0,26.95
517,4237,Americas,1,37.6
518,2982,Europe,4,25.0
519,16296,World,0,
520,31051,World,0,
521,34857,Military,3,27.07
522,17574,Americas,1,
523,36741,Europe,4,9.17
524,37603,Military,3,18.95
525,31294,Americas,1,
526,21546,Europe,4,16.95
527,4788,Asia,2,22.0
528,39074,Americas,1,
529,15080,Americas,1,
530,23547,Americas,1,
531,25914,Americas,1,20.0
532,36423,Europe,4,24.79
533,19174,Americas,1,27.96
534,37765,Ancient Civilizations,7,
535,5959,World,0,6.93
536,27565,Military,3,
537,7949,Europe,4,18.0
538,38772,Military,3,50.81
539,40823,Europe,4,49.32
540,10888,Military,3,
541,29101,Europe,4,16.32
542,24038,World,0,
543,12065,Americas,1,21.7
544,40732,Americas,1,12.93
545,27075,World,0,13.5
546,28969,Military,3,12.85
547,31149,World,0,
548,144,Ancient Civilizations,7,18.06
549,18873,Americas,1,28.95
550,18278,World,0,13.61
551,25341,Americas,1,86.48
552,17196,Military,3,34.95
553,20697,Americas,1,26.3
554,26542,Americas,1,
555,11056,Asia,2,
556,31573,Americas,1,34.26
557,26072,Military,3,88.18
558,24056,Americas,1,
559,26306,World,0,13.55
560,12518,Americas,1,11.8
561,734,World,0,5.02
562,14957,Americas,1,8.22
563,5667,World,0,28.8
564,32561,Europe,4,18.38
565,482,World,0,22.31
566,27919,Military,3,18.99
567,38372,Military,3,19.94
568,26227,World,0,14.49
569,1670,Europe,4,4.96
570,33155,Military,3,17.99
571,32760,Americas,1,25.0
572,5382,Military,3,18.56
573,37693,Asia,2,
574,32604,World,0,3.98
575,27613,Europe,4,
576,31316,World,0,29.91
577,13906,World,0,19.99
578,36994,Americas,1,25.24
579,4949,World,0,21.71
580,4160,Americas,1,44.78
581,14664,Military,3,69.99
582,4291,Americas,1,24.95
583,23226,Americas,1,20.0
584,11127,Europe,4,
585,16936,Americas,1,
586,40384,Americas,1,21.89
587,18716,Historical Study & Educational Resources,9,20.69
588,21893,Europe,4,63.58
589,24863,Military,3,
590,36257,Americas,1,
591,22788,Americas,1,
592,3290,Americas,1,
593,38718,Africa,6,27.15
594,15382,Asia,2,42.0
595,20831,World,0,34.16
596,19664,Americas,1,21.95
597,41077,Americas,1,599.0
598,23976,World,0,19.75
599,19407,Americas,1,19.95
600,6646,Americas,1,
601,19546,Americas,1,11.25
602,18009,Americas,1,
603,16894,Americas,1,19.95
604,20978,World,0,
605,25873,Americas,1,26.96
606,39454,Military,3,40.04
607,38748,Europe,4,16.03
608,22118,Africa,6,14.21
609,15482,World,0,
610,5360,Military,3,4.95
611,34991,World,0,33.92
612,11450,Americas,1,21.99
613,30942,Americas,1,27.95
614,10863,Americas,1,
615,25922,World,0,9.99
616,15576,World,0,16.07
617,26629,Americas,1,19.29
618,2158,World,0,
619,25244,Americas,1,
620,16366,Americas,1,
621,1430,Americas,1,
622,26195,Ancient Civilizations,7,26.95
623,15625,World,0,34.86
624,15526,World,0,39.0
625,13791,Americas,1,
626,36743,Asia,2,19.43
627,6756,Americas,1,
628,40690,Europe,4,44.0
629,16590,Military,3,
630,9845,Ancient Civilizations,7,42.75
631,41325,Europe,4,378.21
632,32898,Europe,4,25.0
633,21880,Military,3,13.28
634,19108,Americas,1,10.76
635,15044,Military,3,16.48
636,31596,Americas,1,17.89
637,12727,Americas,1,17.95
638,22238,Americas,1,18.55
639,12389,Americas,1,19.79
640,9568,Americas,1,
641,3494,Americas,1,23.0
642,29588,Military,3,14.98
643,38175,Americas,1,28.3
644,9621,Americas,1,31.5
645,38307,World,0,44.97
646,36599,Military,3,20.27
647,28519,Americas,1,21.99
648,29860,Americas,1,12.99
649,11635,Americas,1,18.2
650,21047,Americas,1,29.41
651,9073,Americas,1,28.0
652,38275,Military,3,17.96
653,20574,World,0,
654,13034,Americas,1,17.37
655,14189,World,0,16.0
656,6870,Russia,5,45.25
657,21379,World,0,15.97
658,19263,Americas,1,
659,16842,World,0,
660,3715,Europe,4,41.95
661,532,World,0,14.95
662,24228,Americas,1,12.6
663,4559,World,0,24.78
664,7289,Americas,1,9.99
665,1682,Americas,1,12.93
666,38639,Military,3,
667,17381,Americas,1,
668,22035,World,0,25.45
669,33200,Americas,1,
670,17444,Americas,1,20.98
671,35416,Americas,1,19.26
672,36042,Americas,1,
673,37981,Europe,4,16.08
674,18930,World,0,20.75
675,21916,Military,3,
676,29740,Americas,1,11.42
677,18853,Americas,1,24.99
678,41137,Americas,1,35.0
679,36497,Military,3,14.08
680,39168,Americas,1,
681,5718,Military,3,2.75
682,25800,Americas,1,
683,33285,Military,3,8.99
684,40648,Military,3,14.73
685,12564,Americas,1,17.39
686,30972,Americas,1,
687,217,World,0,8.43
688,13206,Americas,1,17.39
689,3308,Americas,1,
690,27780,Americas,1,23.88
691,17202,Americas,1,24.19
692,22681,Americas,1,11.52
693,12611,Americas,1,19.09
694,34601,Americas,1,19.89
695,22347,Military,3,45.0
696,28851,Americas,1,
697,24705,Americas,1,16.95
698,35409,Americas,1,19.99
699,7721,Americas,1,
700,19103,Americas,1,39.95
701,30717,World,0,19.15
702,19429,World,0,39.95
703,21320,World,0,15.95
704,36146,Military,3,18.95
705,23267,World,0,19.95
706,5989,Europe,4,11.06
707,6662,Americas,1,25.91
708,26006,Military,3,82.82
709,26204,Americas,1,12.38
710,2528,World,0,38.19
711,20351,Americas,1,38.17
712,37534,Americas,1,13.11
713,9366,World,0,22.95
714,14632,Military,3,38.98
715,19736,World,0,9.95
716,23417,Americas,1,35.96
717,24965,World,0,24.23
718,3979,World,0,
719,31325,Europe,4,46.22
720,10311,Americas,1,
721,37716,Ancient Civilizations,7,16.09
722,38004,Military,3,19.51
723,2081,Americas,1,29.74
724,1570,Americas,1,14.59
725,6366,World,0,39.71
726,4448,Americas,1,26.0
727,6542,Americas,1,42.99
728,7481,Americas,1,14.05
729,34304,Americas,1,19.99
730,36718,Military,3,17.95
731,12551,Americas,1,18.21
732,25794,Americas,1,16.73
733,13713,Military,3,10.67
734,12629,Americas,1,18.91
735,36457,Europe,4,19.17
736,27720,World,0,26.11
737,14192,Military,3,25.88
738,23841,Asia,2,47.84
739,1866,Europe,4,
740,38453,Military,3,18.81
741,4506,Americas,1,51.0
742,38057,World,0,17.26
743,38286,Military,3,18.95
744,1000,Europe,4,5.22
745,41158,Military,3,29.08
746,20467,Americas,1,29.95
747,37753,Europe,4,18.95
748,18207,Americas,1,
749,2992,Americas,1,
750,24961,Middle East,8,
751,10600,Americas,1,5.49
752,6432,Americas,1,11.98
753,15241,Americas,1,
754,18117,Americas,1,
755,22984,Americas,1,21.59
756,39283,Americas,1,
757,40835,World,0,
758,25076,Military,3,
759,7375,World,0,59.99
760,1985,Americas,1,
761,38157,Africa,6,11.45
762,33260,World,0,15.36
763,37847,World,0,21.62
764,28934,Europe,4,17.95
765,40137,Americas,1,27.95
766,37121,Military,3,11.14
767,26112,Military,3,41.22
768,30738,Americas,1,9.95
769,33829,Americas,1,14.95
770,26497,Americas,1,
771,36656,Military,3,17.95
772,34994,World,0,21.94
773,936,Americas,1,18.99
774,31878,Americas,1,9.95
775,37831,Middle East,8,3.46
776,22330,Military,3,23.62
777,28683,Americas,1,
778,28066,Americas,1,14.71
779,15555,World,0,16.99
780,8517,Americas,1,
781,38582,Military,3,
782,27118,Military,3,20.65
783,35235,World,0,11.09
784,34874,Africa,6,39.0
785,21948,Europe,4,16.64
786,6133,Ancient Civilizations,7,7.5
787,17442,Americas,1,18.91
788,35444,Americas,1,14.81
789,12902,Americas,1,20.89
790,26850,World,0,16.0
791,26259,Military,3,21.87
792,9960,Americas,1,
793,29972,Americas,1,14.95
794,33495,Americas,1,
795,7,World,0,62.55
796,41386,Military,3,5.0
797,261,World,0,8.67
798,26524,Americas,1,
799,21135,Americas,1,
800,11551,Americas,1,16.9
801,802,World,0,16.99
802,17193,Americas,1,24.95
803,15219,Americas,1,
804,13118,Americas,1,21.99
805,25930,Americas,1,21.75
806,22563,Americas,1,17.24
807,3242,World,0,
808,20401,Americas,1,14.47
809,37832,Historical Study & Educational Resources,9,
810,10189,World,0,
811,1291,World,0,19.0
812,2635,World,0,
813,7984,Americas,1,3.99
814,8256,Americas,1,
815,24987,World,0,20.74
816,21723,Military,3,
817,20280,Americas,1,
818,4093,Americas,1,23.99
819,22972,Americas,1,54.5
820,12790,Americas,1,21.99
821,24010,Americas,1,14.95
822,14243,Americas,1,
823,23825,Americas,1,7.99
824,32278,Americas,1,23.18
825,15253,Americas,1,29.95
826,31117,Australia & Oceania,10,51.3
827,13360,Americas,1,20.65
828,21005,Americas,1,
829,19155,Americas,1,21.65
830,10688,Europe,4,9.75
831,14917,World,0,6.45
832,33018,Ancient Civilizations,7,17.03
833,8480,World,0,36.95
834,14182,Military,3,19.97
835,9281,World,0,11.75
836,6988,Military,3,
837,18391,Americas,1,19.98
838,3502,Americas,1,
839,776,Americas,1,5.49
840,26464,Americas,1,45.94
841,18310,World,0,15.93
842,17590,Americas,1,
843,21944,World,0,
844,14197,Historical Study & Educational Resources,9,33.96
845,29095,Europe,4,27.81
846,34625,Americas,1,14.95
847,624,Americas,1,
848,35145,World,0,15.55
849,37262,Military,3,12.65
850,15236,Military,3,
851,40696,Asia,2,36.16
852,430,World,0,
853,5843,Asia,2,7.74
854,10949,Europe,4,
855,34065,Americas,1,65.0
856,20864,Australia & Oceania,10,17.99
857,34840,Americas,1,23.49
858,38945,Americas,1,12.94
859,37621,Europe,4,
860,15998,World,0,5.7
861,19533,Americas,1,17.61
862,32736,Americas,1,32.06
863,37728,Americas,1,15.33
864,13774,Americas,1,
865,5035,World,0,9.96
866,6482,Historical Study & Educational Resources,9,9.98
867,39449,Americas,1,43.66
868,36346,Europe,4,21.95
869,1647,Americas,1,
870,9701,Americas,1,
871,5216,World,0,19.0
872,21954,Americas,1,
873,20729,Military,3,21.3
874,12969,Americas,1,20.99
875,15191,Americas,1,39.95
876,4657,Americas,1,25.66
877,37987,Africa,6,20.23
878,7880,Ancient Civilizations,7,5.49
879,35764,Americas,1,9.51
880,5841,Europe,4,5.99
881,8426,Americas,1,26.99
882,36811,Americas,1,25.95
883,26689,Americas,1,
884,9928,Americas,1,
885,41226,Historical Study & Educational Resources,9,12.97
886,15102,Americas,1,
887,1748,Americas,1,
888,24136,Military,3,29.99
889,24652,World,0,
890,21679,Military,3,21.97
891,32498,World,0,23.18
892,24332,Military,3,
893,2826,Americas,1,
894,13278,Americas,1,21.99
895,17122,Americas,1,16.95
896,40149,World,0,
897,16899,Americas,1,
898,22530,Americas,1,21.95
899,25454,Military,3,
900,17345,Americas,1,23.95
901,18865,Americas,1,
902,4998,Americas,1,19.15
903,26566,Europe,4,
904,1673,Americas,1,
905,8541,World,0,
906,1992,Americas,1,
907,11922,Americas,1,22.21
908,16711,Asia,2,20.6
909,39128,Military,3,
910,26384,World,0,
911,32359,Americas,1,
912,1557,Europe,4,11.84
913,24100,Military,3,25.0
914,13070,Americas,1,21.99
915,7800,Americas,1,14.59
916,25584,Americas,1,24.0
917,24932,World,0,9.71
918,17354,Americas,1,
919,16908,Americas,1,
920,37838,Europe,4,
921,23755,Americas,1,15.95
922,11020,Military,3,
923,27451,Americas,1,
924,6735,Americas,1,
925,17980,Americas,1,37.5
926,33125,World,0,37.78
927,9339,Americas,1,9.99
928,22312,Military,3,28.47
929,857,World,0,13.98
930,25448,Americas,1,
931,33717,Asia,2,16.96
932,7707,Americas,1,28.84
933,31801,Americas,1,
934,3785,World,0,
935,34737,Middle East,8,18.36
936,15277,Americas,1,4.98
937,1731,Americas,1,
938,879,World,0,11.24
939,26043,Americas,1,40.71
940,8613,World,0,0.0
941,17647,Americas,1,18.74
942,17935,Americas,1,24.15
943,36450,World,0,
944,19224,Americas,1,20.73
945,25807,Asia,2,32.0
946,18218,Americas,1,
947,24979,Americas,1,
948,38237,Military,3,14.3
949,40965,Americas,1,19.18
950,13817,Ancient Civilizations,7,17.75
951,37218,Europe,4,25.95
952,31103,Americas,1,39.95
953,34083,Americas,1,38.62
954,26191,World,0,25.56
955,29569,Americas,1,22.0
956,9448,Americas,1,
957,12653,Americas,1,21.99
958,2004,World,0,26.95
959,6233,World,0,15.0
960,13202,Americas,1,21.99
961,6902,Americas,1,
962,35770,Americas,1,17.64
963,10855,Americas,1,
964,2300,Europe,4,
965,655,Americas,1,14.99
966,20417,Americas,1,
967,2385,Americas,1,
968,16196,World,0,19.76
969,26416,World,0,19.3
970,4384,Europe,4,34.95
971,36785,Americas,1,16.64
972,33106,Military,3,17.49
973,17657,Middle East,8,
974,14748,Americas,1,16.99
975,22874,Americas,1,19.13
976,25691,Military,3,
977,10632,Military,3,18.99
978,22795,Americas,1,21.93
979,7544,Americas,1,17.43
980,25746,Americas,1,17.95
981,38644,Europe,4,26.99
982,29206,Americas,1,23.79
983,4029,Americas,1,22.6
984,2348,World,0,
985,9100,Americas,1,19.66
986,30070,Europe,4,16.4
987,19779,World,0,20.19
988,28568,Americas,1,19.82
989,28748,Americas,1,9.27
990,40874,Ancient Civilizations,7,163.73
991,10575,World,0,15.85
992,14279,Military,3,
993,27456,Americas,1,
994,28730,Americas,1,45.0
995,16242,World,0,
996,34723,Historical Study & Educational Resources,9,29.46
997,27220,Americas,1,28.0
998,7986,Asia,2,
999,5707,Americas,1,
1000,40632,Military,3,
1001,38090,Military,3,30.79
1002,35496,Americas,1,21.99
1003,23881,Americas,1,
1004,29965,Americas,1,16.99
1005,21469,World,0,20.28
1006,943,Americas,1,
