paperId,title,year,venue,citationCount,similarity,buckets,authors,tldr,found_via,abstract_preview,already_cited
496a3597c9e6d1ed83379b8e370d5b74776bfefa,StAR: Learning on Text-Attributed Graphs with Structure-Aware Rationales,2024,IEEE International Conference on High Performance Computing and Communications,1,0.8945,B,Zheyuan Zhang; Song Wang; Jing-Guo Ge; Yiming Xu; Yulei Wu; Ji-Fei Wen; Chang Liu,unavailable,"CS-TAG:citations,GLEM:citations,TAPE:citations","In recent years, the integration of Large Language Models (LLMs) with graph neural networks (GNNs) has opened new avenues in handling Text-Attributed Graphs (TAGs). This paper presents a novel approac",no
54081734c4e984f1ac7145c03b420a3941b4fdc7,Quantizing Text-attributed Graphs for Semantic-Structural Integration,2025,Knowledge Discovery and Data Mining,5,0.8932,B,Jianyuan Bo; Hao Wu; Yuan Fang,"STAG is proposed, a novel self-supervised framework that directly quantizes graph structural information into discrete tokens using a frozen codebook, offering an elegant solution to bridging graph learning with LLMs.","CS-TAG:citations,OFA:citations","Text-attributed graphs (TAGs) have emerged as a powerful representation for modeling complex relationships across diverse domains. With the rise of large language models (LLMs), there is growing inter",no
c14c95f685ec84f40529b7e58e806b28d990795e,H2GFM: Towards unifying Homogeneity and Heterogeneity on Text-Attributed Graphs,2025,arXiv.org,1,0.8932,B,Trung-Kien Nguyen; Heng Ping; Shixuan Li; Peiyu Zhang; Nikos Kanakaris; Nicholas A. Kotov; P. Bogdan,"H$^2$GFM is introduced, a novel framework designed to generalize across both HoTAGs and HeTAGs, and employs a context encoding to capture spatial and higher-order semantic relationships.",OFA:citations,"The growing interests and applications of graph learning in diverse domains have propelled the development of a unified model generalizing well across different graphs and tasks, known as the Graph Fo",no
7a922abcda328f9333c5a3819ade8917b98f08c9,Disentangled Representation Learning with Large Language Models for Text-Attributed Graphs,2023,arXiv.org,51,0.8927,B,Yi Qin; Xin Wang; Ziwei Zhang; Wenwu Zhu,"The Disentangled Graph-Text Learner (DGTL) model is presented, which is able to enhance the reasoning and predicting capabilities of LLMs for TAGs and can offer natural language explanations for predictions, thereby significantly enhancing model interpretability.",GLEM:citations,"Text-attributed graphs (TAGs) are prevalent on the web and research over TAGs such as citation networks, e-commerce networks and social networks has attracted considerable attention in the web communi",no
d5928862e4e8de9d4503b6c3e2982e4dcb45e5a0,GraphAgent: Agentic Graph Language Assistant,2024,Conference on Empirical Methods in Natural Language Processing,14,0.8917,F,Yuhao Yang; Jiabin Tang; Lianghao Xia; Xingchen Zou; Yuxuan Liang; Chao Huang,"An automated agent pipeline that addresses both explicit graph dependencies and implicit graph-enhanced semantic inter-dependencies, aligning with practical data scenarios for predictive tasks (e.g., node classification) and generative tasks (e.g., text generation).",TAPE:citations,"Real-world data is represented in both structured (e.g., graph connections) and unstructured (e.g., textual, visual information) formats, encompassing complex relationships that include explicit links",no
426a2db9d0c96b1d43a948be7e827c9eb3a3b0b5,LitFM: A Retrieval Augmented Structure-aware Foundation Model For Citation Graphs,2024,Knowledge Discovery and Data Mining,11,0.891,C,Jiasheng Zhang; Ali Maatouk; Jia-Lin Chen; Ngoc Bui; Qianqian Xie; Leandros Tassiulas; Hua Xu; Jie Shao; Rex Ying,"LitFM is proposed, the first literature foundation model designed for a wide variety of practical downstream tasks on domain-specific literature, with a focus on citation information, and leverages a knowledge-infused LLM, fine-tuned through a well-developed instruction paradigm.",CS-TAG:citations,"With the advent of large language models (LLMs), managing scientific literature via LLMs has become a promising direction of research. However, existing approaches often overlook the rich structural a",no
3c0f07e7f51b3c4b2286489ec25955afc5711bad,Efficient Text-Attributed Graph Learning through Selective Annotation and Graph Alignment,2025,Trans. Mach. Learn. Res.,0,0.8905,B,Huanyi Xie; Lijie Hu; Lu Yu; Tianhao Huang; Longfei Li; Meng Li; Jun Zhou; Huan Wang; Di Wang,"GAGA reduces annotation time and cost by focusing on annotating only representative nodes and edges, and employs a two-level alignment module to effectively integrate the annotation graph with the TAG, aligning their underlying structures.","CS-TAG:citations,GLEM:citations,OFA:citations,TAPE:citations","In the realm of Text-attributed Graphs (TAGs), traditional graph neural networks (GNNs) often fall short due to the complex textual information associated with each node. Recent methods have improved ",no
f8c65aae16d921ada48948abbbef395a3b61a59a,Karate Club: An API Oriented Open-Source Python Framework for Unsupervised Learning on Graphs,2020,International Conference on Information and Knowledge Management,220,0.8901,F,Benedek Rozemberczki; Oliver Kiss; Rik Sarkar,"Karate Club - a Python framework combining more than 30 state-of-the-art graph mining algorithms that make it easy to identify and represent common graph features, and its efficiency in learning performance on a wide range of real world clustering problems and classification tasks is shown.",AutoML_graph:references,Graphs encode important structural properties of complex systems. Machine learning on graphs has therefore emerged as an important technique in research and applications. We present Karate Club - a Py,no
7196896437f0eabed2f540a2a201d90d1e272f53,CITE: A Comprehensive Benchmark for Heterogeneous Text-Attributed Graphs on Catalytic Materials,2025,arXiv.org,1,0.8898,B,Chenghao Zhang; Qingqing Long; Ludi Wang; Wenjuan Cui; Jian-Jun Yu; Yi Du,"This paper introduces CITE - Catalytic Information Textual Entities Graph, the first and largest heterogeneous text-attributed citation graph benchmark for catalytic materials, and provides an overview of the CITE dataset, standardized evaluation protocols, and baseline and ablation experiments across diverse modeling paradigms.","CS-TAG:citations,GLEM:citations,TAPE:citations","Text-attributed graphs(TAGs) are pervasive in real-world systems,where each node carries its own textual features. In many cases these graphs are inherently heterogeneous, containing multiple node typ",no
56981b1bd602f05747dc5df193160a4d375c2f45,"Graph Foundation Models: Challenges, Methods, and Open Questions",2025,Knowledge Discovery and Data Mining,6,0.8895,F,Zehong Wang; Chuxu Zhang; Jundong Li; Nitesh V. Chawla; Yanfang Ye,"A comprehensive survey of the state-of-the-art techniques of graph foundation models, which comprehensively review the existing and recent advances of graph foundation models, highlights key design principles, and provides comparative analyses.",OFA:citations,"Foundation models have revolutionized machine learning by enabling general-purpose reasoning across diverse tasks and domains. These models, pretrained on large-scale data, demonstrate strong adaptabi",no
9c2889b6df87ba22268bdec1832881ab915a5ba9,Test-Time Search for Automated GFM Fine-Tuning,2026,Proceedings of the 32nd ACM SIGKDD Conference on Knowledge Discovery and Data Mining V.2,0,0.8882,F,Wenji Hu; Xianan Wang; Chunyu Wei; Senhao Liu; Kuien Liu; Yun-Hai Wang; Yue-Guo Chen,"GFMTuner is proposed, a framework that automates GFM fine-tuning by combining Large Language Model agents with Monte Carlo Tree Search and introduces the Graph-Instructed Actor, which equips the LLM with graph analysis tools to ground action generation in structural insights.","AutoML_graph:citations,OFA:citations","Graph Foundation Models (GFMs) have emerged as a powerful paradigm for learning transferable graph representations, yet adapting them to downstream tasks requires navigating an exponentially large dec",no
cd84188bd06ab24783cd9db2c10070f2dffb182e,LLM as Graph Kernel: Rethinking Message Passing on Text-Rich Graphs,2026,arXiv.org,1,0.8872,F,Ying Zhang; Hang Yu; Haipeng Zhang; Peng Di,"RAMP is introduced, a Raw-text Anchored Message Passing approach that moves beyond using LLMs as mere feature extractors and instead recasts the LLM itself as a graph-native aggregation operator, exploiting the text-rich nature of the graph via a novel dual-representation scheme.","CS-TAG:citations,GLEM:citations,OFA:citations","Text-rich graphs, which integrate complex structural dependencies with abundant textual information, are ubiquitous yet remain challenging for existing learning paradigms. Conventional methods and eve",no
37bcad09a018c66e63f14b5b105e5ad34b441644,A Survey of Large Language Models for Graphs,2024,Knowledge Discovery and Data Mining,164,0.8869,F,Xubin Ren; Jiabin Tang; Dawei Yin; Nitesh V. Chawla; Chao Huang,"An in-depth review of the latest state-of-the-art LLMs applied in graph learning and a novel taxonomy to categorize existing methods based on their framework design is introduced, highlighting key methodologies within each category.",GLEM:citations,Graphs are an essential data structure utilized to represent relationships in real-world scenarios. Prior research has established that Graph Neural Networks (GNNs) deliver impressive outcomes in grap,no
ef561670ac85e51e8ae39f0a5485f4c2afd8b75b,A Survey of Cross-domain Graph Learning: Progress and Future Directions,2025,arXiv.org,2,0.8868,F,Haihong Zhao; Chenyi Zi; Aochuan Chen; Jia Li,"A new taxonomy is proposed that categorizes existing approaches according to the type of transferable knowledge learned across domains: structure-oriented, feature-oriented, and mixture-oriented, and based on this taxonomy, representative methods in each category are summarized.","OFA:citations,TAPE:citations","Graph learning plays a vital role in mining and analyzing complex relationships within graph data and has been widely applied to real-world scenarios such as social, citation, and e-commerce networks.",no
597bd2e45427563cdf025e53a3239006aa364cfc,Open Graph Benchmark: Datasets for Machine Learning on Graphs,2020,Neural Information Processing Systems,3886,0.8861,F,Weihua Hu; Matthias Fey; M. Zitnik; Yuxiao Dong; Hongyu Ren; Bowen Liu; Michele Catasta; J. Leskovec,"The OGB datasets are large-scale, encompass multiple important graph ML tasks, and cover a diverse range of domains, ranging from social and information networks to biological networks, molecular graphs, source code ASTs, and knowledge graphs, indicating fruitful opportunities for future research.","AutoG:references,AutoML_graph:references,GLEM:references,GSL_IDGL:references,OFA:references,TAPE:references","We present the Open Graph Benchmark (OGB), a diverse set of challenging and realistic benchmark datasets to facilitate scalable, robust, and reproducible graph machine learning (ML) research. OGB data",yes
5f764b3c02670f8d161c841af32804b23f8d5910,Similarity-based Neighbor Selection for Graph LLMs,2024,arXiv.org,14,0.8861,B,Rui Li; Jiwei Li; Jiawei Han; Guoyin Wang,"Using SimCSE and advanced neighbor selection techniques, SNS effectively improves the quality of selected neighbors, thereby improving graph representation and alleviating issues like over-squashing and heterophily, and demonstrates superior generalization and scalability over traditional GNN methods.",TAPE:citations,"Text-attributed graphs (TAGs) present unique challenges for direct processing by Language Learning Models (LLMs), yet their extensive commonsense knowledge and robust reasoning capabilities offer grea",no
f2896c4c16bbbdc9b150d6da127caac395e26566,When Is Graph Structure Worth Its Cost? The Case for Structure Pricing in Retrieval-Augmented Generation,2026,unavailable,0,0.8852,"A,C",Yu-Zhong Zhang; Hao-Yang Ma; Chao Peng; Lionel C. Briand; Boxi Yu; Jiaheng Cao,"EffiRAG is presented, a graph-based RAG system designed to reduce this cost that uses the graph to locate relevant passages and generates answers from the original text, and preserves source information while keeping graph construction and query processing lightweight.","GraphRAG:citations,LightRAG:citations","Graph-based retrieval-augmented generation (RAG) can help answer questions that require information from many documents. However, building a graph often requires many language-model calls during inges",no
4cfc80ca2e1a4ed2e14d8fe17a4a858d8bb2d0d1,Scaling GraphLLM with Bilevel-Optimized Sparse Querying,2026,arXiv.org,0,0.8851,B,Yangzhe Peng; Haiquan Qiu; Quanming Yao; Kun He,"Bilevel-Optimized Sparse Querying (BOSQ), a general framework that selectively leverages LLM-derived explanation features to enhance performance on node-level tasks on TAGs, is proposed.","GLEM:citations,TAPE:citations","LLMs have recently shown strong potential in enhancing node-level tasks on text-attributed graphs (TAGs) by providing explanation features. However, their practical use is severely limited by the high",no
c45236298d1274d225e0f54e9e33d67755583a08,DTGB: A Comprehensive Benchmark for Dynamic Text-Attributed Graphs,2024,Neural Information Processing Systems,37,0.8849,B,Jiasheng Zhang; Jia-Lin Chen; Menglin Yang; Aosong Feng; Shuang Liang; Jie Shao; Rex Ying,"The proposed Dynamic Text-attributed Graph Benchmark (DTGB), a collection of large-scale, time-evolving graphs from diverse domains, with nodes and edges enriched by dynamically changing text attributes and categories, offers a comprehensive benchmark for evaluating and advancing models to handle the interplay between dynamic graph structures and natural language.","CS-TAG:citations,TAPE:citations","Dynamic text-attributed graphs (DyTAGs) are prevalent in various real-world scenarios, where each node and edge are associated with text descriptions, and both the graph structure and text description",no
1ef8afbe91a7caa255ac46cc65d0b20425112f0c,"'Hello, World!': Making GNNs Talk with LLMs",2025,Conference on Empirical Methods in Natural Language Processing,2,0.8848,F,Sunwoo Kim; S. Lee; Jaemin Yoo; Kijung Shin,"This work proposes Graph Lingual Network (GLN), a GNN built on large language models (LLMs), with hidden representations in the form of human-readable text, which achieves strong zero-shot performance on node classification and link prediction, outperforming existing LLM-based baseline methods.",CS-TAG:citations,"While graph neural networks (GNNs) have shown remarkable performance across diverse graph-related tasks, their high-dimensional hidden representations render them black boxes. In this work, we propose",no
9c36e3a2eca31d4723f42dc5921c87b7c157d14d,Exploring Concept Subspace for Self-explainable Text-Attributed Graph Learning,2026,arXiv.org,0,0.8847,B,Xiaoxue Han; Libo Zhang; Zining Zhu; Yue Ning,"Graph Concept Bottleneck is introduced as a new paradigm for self-explainable text-attributed graph learning, and empirically shows that GCB achieves intrinsic interpretability with accuracy on par with black-box Graph Neural Networks.","CS-TAG:citations,TAPE:citations","We introduce Graph Concept Bottleneck (GCB) as a new paradigm for self-explainable text-attributed graph learning. GCB maps graphs into a subspace, concept bottleneck, where each concept is a meaningf",no
ed6c792ed827f3903984ae43a897ee40780a992e,Semi-Supervised Text-Attributed Graph Distillation,2026,Proceedings of the 32nd ACM SIGKDD Conference on Knowledge Discovery and Data Mining V.2,0,0.8847,"B,E",Yurui Lai; Samir Moustafa; Renchi Yang; Tsz Nam Chan,"STAD is proposed, a unified semi-supervised framework guided by the Wasserstein Distance that achieves a state-of-the-art performance-compression trade-off in terms of both GNN- and LLM-based downstream tasks, enabling effective and efficient TAG learning or analytics.","CS-TAG:citations,GLEM:citations",Text-Attributed Graphs (TAGs) have emerged as an expressive data model for integrating graph topology with rich textual semantics. Existing representation learning methods over TAGs suffer from severe,no
c7e06504d95de61ce0ae8e1fe15e7f52e843409d,Graph Neural Networks for Tabular Data Learning: A Survey with Taxonomy and Directions,2024,ACM Computing Surveys,38,0.8838,"A,T",Cheng-Te Li; Yu-Che Tsai; Chih-Yao Chen; Jay Chiehen Liao,This survey provides a systematic review of the methods involved in designing and implementing GNNs for TDL (GNN4TDL) and presents a comprehensive taxonomy focused on constructing graph structures and representation learning within GNN-based TDL methods.,AutoG:references,"This survey dives into Tabular Data Learning (TDL) using Graph Neural Networks (GNNs), a domain where deep learning-based approaches have increasingly shown superior performance in both classification",no
9e3c81a495cf92de1e91997f05a556a6df6366a4,"Retrieval-Augmented Generation for Curated Thematic Corpora: A Critical Survey, Bibliometric Evidence, and the ThemePath-RAG Framework",2026,Information,1,0.8838,C,Winda Monika; D. Dewi; A. Nasution; Aytuğ Onan; Yohei Murakami,"This paper proposes ThemePath-RAG, a retrieval framework that retrieves curated thematic paths as high-recall semantic routes, expands candidate canonical evidence, and applies query-aware scoring and global pruning before generation.",LightRAG:citations,"Retrieval-Augmented Generation (RAG) grounds large language models in external evidence, but many RAG systems represent knowledge either as flat text chunks or as automatically constructed indexing gr",no
7f4dc2278edc9e23a1d72cfb9fdb932a68e7b3b1,HeTGB: A Comprehensive Benchmark for Heterophilic Text-Attributed Graphs,2025,arXiv.org,5,0.8836,B,Shujie Li; Yuxia Wu; Chuan Shi; Yuan Fang,"The HeTGB is introduced, a novel benchmark comprising five real-world heterophilic graph datasets from diverse domains, with nodes enriched by extensive textual descriptions that enables systematic evaluation of GNNs, pre-trained language models (PLMs) and co-training methods on the node classification task.","CS-TAG:citations,GLEM:citations,OFA:citations","Graph neural networks (GNNs) have demonstrated success in modeling relational data primarily under the assumption of homophily. However, many real-world graphs exhibit heterophily, where linked nodes ",no
98097c3d23e811717c4a9d958d144a5cb6dafe7c,A Pure Transformer Pretraining Framework on Text-attributed Graphs,2024,LOG IN,9,0.8834,B,Yu Song; Haitao Mao; Jiacheng Xiao; Jing-Zhe Liu; Zhikai Chen; Wei-dong Jin; Carl Yang; Jiliang Tang; Hui Liu,"The framework, Graph Sequence Pretraining with Transformer (GSPT), samples node contexts through random walk and employs masked feature reconstruction to capture pairwise proximity in the LLM-unified feature space using a standard Transformer, alleviates structural heterogeneity and achieves significantly better transferability among graphs within the same domain.","GLEM:citations,TAPE:citations","Pretraining plays a pivotal role in acquiring generalized knowledge from large-scale data, achieving remarkable successes as evidenced by large models in CV and NLP. However, progress in the graph dom",no
a6d2eb2e7bf518e93595e80e61127176f36204f5,Hierarchical Compression of Text-Rich Graphs via Large Language Models,2024,arXiv.org,5,0.8834,F,Shichang Zhang; Da Zheng; Jiani Zhang; Qi Zhu; Xiang Song; Soji Adeshina; Christos Faloutsos; George Karypis; Yizhou Sun,"Hierarchical Compression (HiCom) is introduced, a novel method to align the capabilities of LLMs with the structure of text-rich graphs and can outperform both GNNs and LLM backbones for node classification on e-commerce and citation graphs.",GLEM:citations,"Text-rich graphs, prevalent in data mining contexts like e-commerce and academic graphs, consist of nodes with textual features linked by various relations. Traditional graph machine learning models, ",no
