paperId,title,year,venue,citationCount,similarity,tldr,authors,found_via,abstract_preview,arxiv,doi,oa_pdf,buckets,already_cited
7b52eaa15827c01ba43b8ef701f20abff214c716,GAugLLM: Improving Graph Contrastive Learning for Text-Attributed Graphs with Large Language Models,2024,Knowledge Discovery and Data Mining,38,0.901,"GAugLLM is introduced, a novel framework for augmenting TAGs that leverages advanced large language models like Mistral to enhance self-supervised graph learning and introduces a mixture-of-prompt-expert technique to generate augmented node features.",Yi Fang; Dongzhe Fan; D. Zha; Qiaoyu Tan,CS-TAG:citations,This work studies self-supervised graph learning for text-attributed graphs (TAGs) where nodes are represented by textual attributes. Unlike traditional graph contrastive methods that perturb the nume,2406.11945,10.1145/3637528.3672035,https://dl.acm.org/doi/pdf/10.1145/3637528.3672035,B,no
7491b6e7f22e65e1ab4608aac1be4949c53fe0dd,Multi-Scale Heterogeneous Text-Attributed Graph Datasets From Diverse Domains,2024,The Web Conference,7,0.9004,"A collection of challenging and diverse benchmark datasets for realistic and reproducible evaluation of machine learning models on HTAGs, which cover a wide range of domains, including movie, community question answering, academic, literature, and patent networks.",Yunhui Liu; Qizhuo Xie; Jinwei Shi; Jiaxu Shen; Tieke He,"CS-TAG:citations,GLEM:citations,TAPE:citations","Heterogeneous Text-Attributed Graphs (HTAGs), where different types of entities are not only associated with texts but also connected by diverse relationships, have gained widespread popularity and ap",2412.08937,10.1145/3701716.3715302,https://dl.acm.org/doi/pdf/10.1145/3701716.3715302,B,no
29cea609079cff56be03fefbec3bc6ca868b1f56,S2Aligner: Pair-Efficient and Transferable Pre-Training for Sparse Text-Attributed Graphs,2026,arXiv.org,0,0.8999,"S2Aligner is presented, a sparsity-aware and structure-enhanced LLM-as-Aligner framework for graph-text pre-training on sparse TAGs that decouple semantic alignment from structural modeling, allowing topology-aware signals to enhance alignment without contaminating the shared semantic space.",Yuhang Wang; Haopeng Zhang; Yibo Ding; Jia-Qi Yu; Xinyu Zhao; Yuhang Liu; Ziwei Zhang; Xiao Wang; Ruijie Wang,"CS-TAG:citations,OFA:citations","Pre-training on text-attributed graphs (TAGs) is central to building transferable graph foundation models, where LLM-as-Aligner methods align graph and text representations through the semantic knowle",2605.18579,10.48550/arXiv.2605.18579,unavailable,B,no
fbdae06c37f67868983f4ba419cbbb9402c31e27,UniGraph: Learning a Unified Cross-Domain Foundation Model for Text-Attributed Graphs,2024,Knowledge Discovery and Data Mining,79,0.8982,"The UniGraph framework, designed to learn a foundation model for TAGs, which is capable of generalizing to unseen graphs and tasks across diverse domains, and the first pre-training algorithm specifically designed for large-scale self-supervised learning on TAGs, based on Masked Graph Modeling are presented.",Yu-Fei He; Yuan Sui; Xiao-Xin He; Bryan Hooi,UltraTAG:references,"Foundation models like ChatGPT and GPT-4 have revolutionized artificial intelligence, exhibiting remarkable abilities to generalize across a wide array of tasks and applications beyond their initial t",2402.13630,10.1145/3690624.3709277,https://doi.org/10.1145/3690624.3709277,B,no
78a0d1593e9a75a9f946ceb9b81cdceef99f5b39,TAGA: Text-Attributed Graph Self-Supervised Learning by Synergizing Graph and Text Mutual Transformations,2024,International Conference on Information and Knowledge Management,7,0.898,"A new self-supervised learning framework, Text-Attributed-Graph Multi-View Alignment (TAGA), which overcomes constraints by integrating TAGs' structural and semantic dimensions and demonstrates strong performance in zero-shot and few-shot scenarios across eight real-world datasets.",Zhengwu Zhang; Yuntong Hu; Bo Pan; Chen Ling; Liang Zhao,"CS-TAG:citations,GLEM:citations,TAPE:citations","Text-Attributed Graphs (TAGs) enhance graph structures with natural language descriptions, enabling detailed representation of data and their relationships across a broad spectrum of real-world scenar",2405.16800,10.1145/3746252.3761357,https://doi.org/10.1145/3746252.3761357,B,no
3c0c02c009b44126b5a16540cbb531687da110a8,When LLM Agents Meet Graph Optimization: An Automated Data Quality Improvement Approach,2025,unavailable,0,0.8974,"LAGA formulates graph quality control as a data-centric process, integrating detection, planning, action, and evaluation agents into an automated loop and holistically enhances textual, structural, and label aspects through coordinated multi-modal optimization.",Zhi-Han Zhang; Xun-Kai Li; Yilong Zuo; Henan Sun; Zhenjun Li; Bing Zhou; Rong-Hua Li; Guoren Wang,"CS-TAG:citations,GSL_IDGL:citations,GSL_ProGNN:citations,TAPE:citations,UltraTAG:citations","Text-attributed graphs (TAGs) have become a key form of graph-structured data in modern data management and analytics, combining structural relationships with rich textual semantics for diverse applic",2510.08952,unavailable,unavailable,B,no
0f6e72c46e14ec7e119c3125795ed4d1d8aa2cf1,GraphInfer-Bench: Benchmarking LLM's Inference Capability on Graphs,2026,arXiv.org,0,0.897,"GraphInfer-Bench is introduced, a benchmark for whether LLMs can perform this graph inference: producing an open-ended answer that no single node supports and no path retrieves, and surfaces graph inference as an open capability gap rather than a property of any one architecture.",Zhuo Peng; Jing Jiang; Hanlin Gu; Lixin Fan; Yi Yang,OFA:citations,"Graph analysis underlies many applications whose answers cannot be looked up in a single record or retrieved along a path: laundering rings, drug repurposing, user preference, and scientific theme are",2606.11562,10.48550/arXiv.2606.11562,unavailable,F,no
03ee0f2482b544ef9705f31edeac5cf1c0197304,Turning Tabular Foundation Models into Graph Foundation Models,2025,arXiv.org,29,0.8958,"G2T-FM is proposed, a simple framework that allows tabular foundation models to be applied to graph node-level tasks, and achieves strong results when combined with a strong TFM, outperforming both prior GFMs and well-tuned GNNs trained from scratch.",Dmitry Eremeev; Gleb Bazhenov; Oleg Platonov; Artem Babenko; Liudmila Prokhorenkova,OFA:citations,"While foundation models have revolutionized fields such as natural language processing and computer vision, their potential in graph machine learning remains largely unexplored. One of the key challen",2508.20906,10.48550/arXiv.2508.20906,unavailable,F,no
496a3597c9e6d1ed83379b8e370d5b74776bfefa,StAR: Learning on Text-Attributed Graphs with Structure-Aware Rationales,2024,IEEE International Conference on High Performance Computing and Communications,1,0.8945,unavailable,Zheyuan Zhang; Song Wang; Jing-Guo Ge; Yiming Xu; Yulei Wu; Ji-Fei Wen; Chang Liu,"CS-TAG:citations,GLEM:citations,TAPE:citations","In recent years, the integration of Large Language Models (LLMs) with graph neural networks (GNNs) has opened new avenues in handling Text-Attributed Graphs (TAGs). This paper presents a novel approac",unavailable,10.1109/HPCC64274.2024.00055,unavailable,B,no
54081734c4e984f1ac7145c03b420a3941b4fdc7,Quantizing Text-attributed Graphs for Semantic-Structural Integration,2025,Knowledge Discovery and Data Mining,5,0.8932,"STAG is proposed, a novel self-supervised framework that directly quantizes graph structural information into discrete tokens using a frozen codebook, offering an elegant solution to bridging graph learning with LLMs.",Jianyuan Bo; Hao Wu; Yuan Fang,"CS-TAG:citations,OFA:citations","Text-attributed graphs (TAGs) have emerged as a powerful representation for modeling complex relationships across diverse domains. With the rise of large language models (LLMs), there is growing inter",2507.19526,10.1145/3711896.3737096,https://doi.org/10.1145/3711896.3737096,B,no
c14c95f685ec84f40529b7e58e806b28d990795e,H2GFM: Towards unifying Homogeneity and Heterogeneity on Text-Attributed Graphs,2025,arXiv.org,1,0.8932,"H$^2$GFM is introduced, a novel framework designed to generalize across both HoTAGs and HeTAGs, and employs a context encoding to capture spatial and higher-order semantic relationships.",Trung-Kien Nguyen; Heng Ping; Shixuan Li; Peiyu Zhang; Nikos Kanakaris; Nicholas A. Kotov; P. Bogdan,OFA:citations,"The growing interests and applications of graph learning in diverse domains have propelled the development of a unified model generalizing well across different graphs and tasks, known as the Graph Fo",2506.08298,10.48550/arXiv.2506.08298,unavailable,B,no
7a922abcda328f9333c5a3819ade8917b98f08c9,Disentangled Representation Learning with Large Language Models for Text-Attributed Graphs,2023,arXiv.org,51,0.8927,"The Disentangled Graph-Text Learner (DGTL) model is presented, which is able to enhance the reasoning and predicting capabilities of LLMs for TAGs and can offer natural language explanations for predictions, thereby significantly enhancing model interpretability.",Yi Qin; Xin Wang; Ziwei Zhang; Wenwu Zhu,GLEM:citations,"Text-attributed graphs (TAGs) are prevalent on the web and research over TAGs such as citation networks, e-commerce networks and social networks has attracted considerable attention in the web communi",2310.18152,10.48550/arXiv.2310.18152,unavailable,B,no
d5928862e4e8de9d4503b6c3e2982e4dcb45e5a0,GraphAgent: Agentic Graph Language Assistant,2024,Conference on Empirical Methods in Natural Language Processing,14,0.8917,"An automated agent pipeline that addresses both explicit graph dependencies and implicit graph-enhanced semantic inter-dependencies, aligning with practical data scenarios for predictive tasks (e.g., node classification) and generative tasks (e.g., text generation).",Yuhao Yang; Jiabin Tang; Lianghao Xia; Xingchen Zou; Yuxuan Liang; Chao Huang,TAPE:citations,"Real-world data is represented in both structured (e.g., graph connections) and unstructured (e.g., textual, visual information) formats, encompassing complex relationships that include explicit links",2412.17029,10.48550/arXiv.2412.17029,unavailable,F,no
426a2db9d0c96b1d43a948be7e827c9eb3a3b0b5,LitFM: A Retrieval Augmented Structure-aware Foundation Model For Citation Graphs,2024,Knowledge Discovery and Data Mining,11,0.891,"LitFM is proposed, the first literature foundation model designed for a wide variety of practical downstream tasks on domain-specific literature, with a focus on citation information, and leverages a knowledge-infused LLM, fine-tuned through a well-developed instruction paradigm.",Jiasheng Zhang; Ali Maatouk; Jia-Lin Chen; Ngoc Bui; Qianqian Xie; Leandros Tassiulas; Hua Xu; Jie Shao; Rex Ying,CS-TAG:citations,"With the advent of large language models (LLMs), managing scientific literature via LLMs has become a promising direction of research. However, existing approaches often overlook the rich structural a",2409.12177,10.1145/3711896.3737028,https://dl.acm.org/doi/pdf/10.1145/3711896.3737028,C,no
3c0f07e7f51b3c4b2286489ec25955afc5711bad,Efficient Text-Attributed Graph Learning through Selective Annotation and Graph Alignment,2025,Trans. Mach. Learn. Res.,0,0.8905,"GAGA reduces annotation time and cost by focusing on annotating only representative nodes and edges, and employs a two-level alignment module to effectively integrate the annotation graph with the TAG, aligning their underlying structures.",Huanyi Xie; Lijie Hu; Lu Yu; Tianhao Huang; Longfei Li; Meng Li; Jun Zhou; Huan Wang; Di Wang,"CS-TAG:citations,GLEM:citations,OFA:citations,TAPE:citations","In the realm of Text-attributed Graphs (TAGs), traditional graph neural networks (GNNs) often fall short due to the complex textual information associated with each node. Recent methods have improved ",2506.07168,10.48550/arXiv.2506.07168,unavailable,B,no
f8c65aae16d921ada48948abbbef395a3b61a59a,Karate Club: An API Oriented Open-Source Python Framework for Unsupervised Learning on Graphs,2020,International Conference on Information and Knowledge Management,220,0.8901,"Karate Club - a Python framework combining more than 30 state-of-the-art graph mining algorithms that make it easy to identify and represent common graph features, and its efficiency in learning performance on a wide range of real world clustering problems and classification tasks is shown.",Benedek Rozemberczki; Oliver Kiss; Rik Sarkar,AutoML_graph:references,Graphs encode important structural properties of complex systems. Machine learning on graphs has therefore emerged as an important technique in research and applications. We present Karate Club - a Py,unavailable,10.1145/3340531.3412757,https://www.pure.ed.ac.uk/ws/files/180445151/Karate_Club_ROZEMBERCZKI_DOA17072020_AFV.pdf,F,no
7196896437f0eabed2f540a2a201d90d1e272f53,CITE: A Comprehensive Benchmark for Heterogeneous Text-Attributed Graphs on Catalytic Materials,2025,arXiv.org,1,0.8898,"This paper introduces CITE - Catalytic Information Textual Entities Graph, the first and largest heterogeneous text-attributed citation graph benchmark for catalytic materials, and provides an overview of the CITE dataset, standardized evaluation protocols, and baseline and ablation experiments across diverse modeling paradigms.",Chenghao Zhang; Qingqing Long; Ludi Wang; Wenjuan Cui; Jian-Jun Yu; Yi Du,"CS-TAG:citations,GLEM:citations,TAPE:citations","Text-attributed graphs(TAGs) are pervasive in real-world systems,where each node carries its own textual features. In many cases these graphs are inherently heterogeneous, containing multiple node typ",2508.15392,10.48550/arXiv.2508.15392,unavailable,B,no
56981b1bd602f05747dc5df193160a4d375c2f45,"Graph Foundation Models: Challenges, Methods, and Open Questions",2025,Knowledge Discovery and Data Mining,6,0.8895,"A comprehensive survey of the state-of-the-art techniques of graph foundation models, which comprehensively review the existing and recent advances of graph foundation models, highlights key design principles, and provides comparative analyses.",Zehong Wang; Chuxu Zhang; Jundong Li; Nitesh V. Chawla; Yanfang Ye,OFA:citations,"Foundation models have revolutionized machine learning by enabling general-purpose reasoning across diverse tasks and domains. These models, pretrained on large-scale data, demonstrate strong adaptabi",unavailable,10.1145/3711896.3736568,https://dl.acm.org/doi/pdf/10.1145/3711896.3736568,F,no
9c2889b6df87ba22268bdec1832881ab915a5ba9,Test-Time Search for Automated GFM Fine-Tuning,2026,Proceedings of the 32nd ACM SIGKDD Conference on Knowledge Discovery and Data Mining V.2,0,0.8882,"GFMTuner is proposed, a framework that automates GFM fine-tuning by combining Large Language Model agents with Monte Carlo Tree Search and introduces the Graph-Instructed Actor, which equips the LLM with graph analysis tools to ground action generation in structural insights.",Wenji Hu; Xianan Wang; Chunyu Wei; Senhao Liu; Kuien Liu; Yun-Hai Wang; Yue-Guo Chen,"AutoML_graph:citations,OFA:citations","Graph Foundation Models (GFMs) have emerged as a powerful paradigm for learning transferable graph representations, yet adapting them to downstream tasks requires navigating an exponentially large dec",unavailable,10.1145/3770855.3817853,https://doi.org/10.1145/3770855.3817853,F,no
cd84188bd06ab24783cd9db2c10070f2dffb182e,LLM as Graph Kernel: Rethinking Message Passing on Text-Rich Graphs,2026,arXiv.org,1,0.8872,"RAMP is introduced, a Raw-text Anchored Message Passing approach that moves beyond using LLMs as mere feature extractors and instead recasts the LLM itself as a graph-native aggregation operator, exploiting the text-rich nature of the graph via a novel dual-representation scheme.",Ying Zhang; Hang Yu; Haipeng Zhang; Peng Di,"CS-TAG:citations,GLEM:citations,OFA:citations","Text-rich graphs, which integrate complex structural dependencies with abundant textual information, are ubiquitous yet remain challenging for existing learning paradigms. Conventional methods and eve",2603.14937,10.48550/arXiv.2603.14937,unavailable,F,no
37bcad09a018c66e63f14b5b105e5ad34b441644,A Survey of Large Language Models for Graphs,2024,Knowledge Discovery and Data Mining,164,0.8869,"An in-depth review of the latest state-of-the-art LLMs applied in graph learning and a novel taxonomy to categorize existing methods based on their framework design is introduced, highlighting key methodologies within each category.",Xubin Ren; Jiabin Tang; Dawei Yin; Nitesh V. Chawla; Chao Huang,GLEM:citations,Graphs are an essential data structure utilized to represent relationships in real-world scenarios. Prior research has established that Graph Neural Networks (GNNs) deliver impressive outcomes in grap,2405.08011,10.1145/3637528.3671460,https://arxiv.org/pdf/2405.08011,F,no
ef561670ac85e51e8ae39f0a5485f4c2afd8b75b,A Survey of Cross-domain Graph Learning: Progress and Future Directions,2025,arXiv.org,2,0.8868,"A new taxonomy is proposed that categorizes existing approaches according to the type of transferable knowledge learned across domains: structure-oriented, feature-oriented, and mixture-oriented, and based on this taxonomy, representative methods in each category are summarized.",Haihong Zhao; Chenyi Zi; Aochuan Chen; Jia Li,"OFA:citations,TAPE:citations","Graph learning plays a vital role in mining and analyzing complex relationships within graph data and has been widely applied to real-world scenarios such as social, citation, and e-commerce networks.",2503.11086,10.48550/arXiv.2503.11086,unavailable,F,no
597bd2e45427563cdf025e53a3239006aa364cfc,Open Graph Benchmark: Datasets for Machine Learning on Graphs,2020,Neural Information Processing Systems,3886,0.8861,"The OGB datasets are large-scale, encompass multiple important graph ML tasks, and cover a diverse range of domains, ranging from social and information networks to biological networks, molecular graphs, source code ASTs, and knowledge graphs, indicating fruitful opportunities for future research.",Weihua Hu; Matthias Fey; M. Zitnik; Yuxiao Dong; Hongyu Ren; Bowen Liu; Michele Catasta; J. Leskovec,"AutoG:references,AutoML_graph:references,GLEM:references,GSL_IDGL:references,OFA:references,TAPE:references","We present the Open Graph Benchmark (OGB), a diverse set of challenging and realistic benchmark datasets to facilitate scalable, robust, and reproducible graph machine learning (ML) research. OGB data",2005.00687,unavailable,unavailable,F,yes
5f764b3c02670f8d161c841af32804b23f8d5910,Similarity-based Neighbor Selection for Graph LLMs,2024,arXiv.org,14,0.8861,"Using SimCSE and advanced neighbor selection techniques, SNS effectively improves the quality of selected neighbors, thereby improving graph representation and alleviating issues like over-squashing and heterophily, and demonstrates superior generalization and scalability over traditional GNN methods.",Rui Li; Jiwei Li; Jiawei Han; Guoyin Wang,TAPE:citations,"Text-attributed graphs (TAGs) present unique challenges for direct processing by Language Learning Models (LLMs), yet their extensive commonsense knowledge and robust reasoning capabilities offer grea",2402.03720,10.48550/arXiv.2402.03720,unavailable,B,no
f2896c4c16bbbdc9b150d6da127caac395e26566,When Is Graph Structure Worth Its Cost? The Case for Structure Pricing in Retrieval-Augmented Generation,2026,unavailable,0,0.8852,"EffiRAG is presented, a graph-based RAG system designed to reduce this cost that uses the graph to locate relevant passages and generates answers from the original text, and preserves source information while keeping graph construction and query processing lightweight.",Yu-Zhong Zhang; Hao-Yang Ma; Chao Peng; Lionel C. Briand; Boxi Yu; Jiaheng Cao,"GraphRAG:citations,LightRAG:citations","Graph-based retrieval-augmented generation (RAG) can help answer questions that require information from many documents. However, building a graph often requires many language-model calls during inges",2609.18099,unavailable,unavailable,"A,C",no
4cfc80ca2e1a4ed2e14d8fe17a4a858d8bb2d0d1,Scaling GraphLLM with Bilevel-Optimized Sparse Querying,2026,arXiv.org,0,0.8851,"Bilevel-Optimized Sparse Querying (BOSQ), a general framework that selectively leverages LLM-derived explanation features to enhance performance on node-level tasks on TAGs, is proposed.",Yangzhe Peng; Haiquan Qiu; Quanming Yao; Kun He,"GLEM:citations,TAPE:citations","LLMs have recently shown strong potential in enhancing node-level tasks on text-attributed graphs (TAGs) by providing explanation features. However, their practical use is severely limited by the high",2602.09038,10.48550/arXiv.2602.09038,unavailable,B,no
c45236298d1274d225e0f54e9e33d67755583a08,DTGB: A Comprehensive Benchmark for Dynamic Text-Attributed Graphs,2024,Neural Information Processing Systems,37,0.8849,"The proposed Dynamic Text-attributed Graph Benchmark (DTGB), a collection of large-scale, time-evolving graphs from diverse domains, with nodes and edges enriched by dynamically changing text attributes and categories, offers a comprehensive benchmark for evaluating and advancing models to handle the interplay between dynamic graph structures and natural language.",Jiasheng Zhang; Jia-Lin Chen; Menglin Yang; Aosong Feng; Shuang Liang; Jie Shao; Rex Ying,"CS-TAG:citations,TAPE:citations","Dynamic text-attributed graphs (DyTAGs) are prevalent in various real-world scenarios, where each node and edge are associated with text descriptions, and both the graph structure and text description",2406.12072,10.48550/arXiv.2406.12072,unavailable,B,no
1ef8afbe91a7caa255ac46cc65d0b20425112f0c,"'Hello, World!': Making GNNs Talk with LLMs",2025,Conference on Empirical Methods in Natural Language Processing,2,0.8848,"This work proposes Graph Lingual Network (GLN), a GNN built on large language models (LLMs), with hidden representations in the form of human-readable text, which achieves strong zero-shot performance on node classification and link prediction, outperforming existing LLM-based baseline methods.",Sunwoo Kim; S. Lee; Jaemin Yoo; Kijung Shin,CS-TAG:citations,"While graph neural networks (GNNs) have shown remarkable performance across diverse graph-related tasks, their high-dimensional hidden representations render them black boxes. In this work, we propose",2505.20742,10.48550/arXiv.2505.20742,unavailable,F,no
9c36e3a2eca31d4723f42dc5921c87b7c157d14d,Exploring Concept Subspace for Self-explainable Text-Attributed Graph Learning,2026,arXiv.org,0,0.8847,"Graph Concept Bottleneck is introduced as a new paradigm for self-explainable text-attributed graph learning, and empirically shows that GCB achieves intrinsic interpretability with accuracy on par with black-box Graph Neural Networks.",Xiaoxue Han; Libo Zhang; Zining Zhu; Yue Ning,"CS-TAG:citations,TAPE:citations","We introduce Graph Concept Bottleneck (GCB) as a new paradigm for self-explainable text-attributed graph learning. GCB maps graphs into a subspace, concept bottleneck, where each concept is a meaningf",2604.11986,10.48550/arXiv.2604.11986,unavailable,B,no
ed6c792ed827f3903984ae43a897ee40780a992e,Semi-Supervised Text-Attributed Graph Distillation,2026,Proceedings of the 32nd ACM SIGKDD Conference on Knowledge Discovery and Data Mining V.2,0,0.8847,"STAD is proposed, a unified semi-supervised framework guided by the Wasserstein Distance that achieves a state-of-the-art performance-compression trade-off in terms of both GNN- and LLM-based downstream tasks, enabling effective and efficient TAG learning or analytics.",Yurui Lai; Samir Moustafa; Renchi Yang; Tsz Nam Chan,"CS-TAG:citations,GLEM:citations",Text-Attributed Graphs (TAGs) have emerged as an expressive data model for integrating graph topology with rich textual semantics. Existing representation learning methods over TAGs suffer from severe,2607.20477,10.1145/3770855.3817685,https://doi.org/10.1145/3770855.3817685,"B,E",no
c7e06504d95de61ce0ae8e1fe15e7f52e843409d,Graph Neural Networks for Tabular Data Learning: A Survey with Taxonomy and Directions,2024,ACM Computing Surveys,38,0.8838,This survey provides a systematic review of the methods involved in designing and implementing GNNs for TDL (GNN4TDL) and presents a comprehensive taxonomy focused on constructing graph structures and representation learning within GNN-based TDL methods.,Cheng-Te Li; Yu-Che Tsai; Chih-Yao Chen; Jay Chiehen Liao,AutoG:references,"This survey dives into Tabular Data Learning (TDL) using Graph Neural Networks (GNNs), a domain where deep learning-based approaches have increasingly shown superior performance in both classification",2401.02143,10.1145/3744918,https://dl.acm.org/doi/pdf/10.1145/3744918,F,no
